trial	offer	accept	subjID	group
31	9	1	5	LM
32	7	1	5	LM
33	10	1	5	LM
34	7	1	5	LM
35	8	1	5	LM
36	8	1	5	LM
37	11	1	5	LM
38	7	1	5	LM
39	6	1	5	LM
40	6	1	5	LM
41	12	1	5	LM
42	9	1	5	LM
43	5	1	5	LM
44	8	1	5	LM
45	6	1	5	LM
46	7	1	5	LM
47	8	1	5	LM
48	7	1	5	LM
49	8	1	5	LM
50	6	1	5	LM
51	8	1	5	LM
52	7	1	5	LM
53	9	1	5	LM
54	9	1	5	LM
55	8	1	5	LM
56	10	1	5	LM
57	6	1	5	LM
58	10	1	5	LM
59	10	1	5	LM
60	8	1	5	LM
1	3	0	6	LM
2	3	0	6	LM
3	5	1	6	LM
4	4	0	6	LM
5	2	0	6	LM
6	4	0	6	LM
7	3	0	6	LM
8	4	0	6	LM
9	3	0	6	LM
10	4	0	6	LM
11	5	1	6	LM
12	3	0	6	LM
13	5	1	6	LM
14	3	0	6	LM
15	1	0	6	LM
16	2	0	6	LM
17	3	0	6	LM
18	6	1	6	LM
19	2	0	6	LM
20	2	0	6	LM
21	4	0	6	LM
22	3	0	6	LM
23	5	1	6	LM
24	2	0	6	LM
25	4	0	6	LM
26	4	0	6	LM
27	2	0	6	LM
28	6	1	6	LM
29	4	0	6	LM
30	7	1	6	LM
31	9	1	6	LM
32	7	1	6	LM
33	10	1	6	LM
34	7	1	6	LM
35	8	1	6	LM
36	8	1	6	LM
37	11	1	6	LM
38	7	1	6	LM
39	6	1	6	LM
40	6	1	6	LM
41	12	1	6	LM
42	9	1	6	LM
43	5	0	6	LM
44	8	1	6	LM
45	6	1	6	LM
46	7	1	6	LM
47	8	1	6	LM
48	7	1	6	LM
49	8	1	6	LM
50	6	1	6	LM
51	8	1	6	LM
52	7	1	6	LM
53	9	1	6	LM
54	9	1	6	LM
55	8	1	6	LM
56	10	1	6	LM
57	6	1	6	LM
58	10	1	6	LM
59	10	1	6	LM
60	8	1	6	LM
1	3	0	7	LM
2	3	0	7	LM
3	5	0	7	LM
4	4	0	7	LM
5	2	0	7	LM
6	4	0	7	LM
7	3	0	7	LM
8	4	0	7	LM
9	3	0	7	LM
10	4	0	7	LM
11	5	0	7	LM
12	3	0	7	LM
13	5	0	7	LM
14	3	0	7	LM
15	1	0	7	LM
16	2	0	7	LM
17	3	0	7	LM
18	6	1	7	LM
19	2	0	7	LM
20	2	0	7	LM
21	4	0	7	LM
22	3	0	7	LM
23	5	0	7	LM
24	2	0	7	LM
25	4	0	7	LM
26	4	0	7	LM
27	2	0	7	LM
28	6	1	7	LM
29	4	0	7	LM
30	7	1	7	LM
31	9	1	7	LM
32	7	1	7	LM
33	10	1	7	LM
34	7	1	7	LM
35	8	1	7	LM
36	8	1	7	LM
37	11	1	7	LM
38	7	1	7	LM
39	6	1	7	LM
40	6	1	7	LM
41	12	1	7	LM
42	9	1	7	LM
43	5	1	7	LM
44	8	1	7	LM
45	6	1	7	LM
46	7	1	7	LM
47	8	1	7	LM
48	7	1	7	LM
49	8	1	7	LM
50	6	1	7	LM
51	8	1	7	LM
52	7	1	7	LM
53	9	1	7	LM
54	9	1	7	LM
55	8	1	7	LM
56	10	1	7	LM
57	6	1	7	LM
58	10	1	7	LM
59	10	1	7	LM
60	8	1	7	LM
1	3	0	8	LM
2	3	0	8	LM
3	5	1	8	LM
4	4	0	8	LM
5	2	0	8	LM
6	4	0	8	LM
7	3	0	8	LM
8	4	0	8	LM
9	3	0	8	LM
10	4	0	8	LM
11	5	1	8	LM
12	3	0	8	LM
13	5	0	8	LM
14	3	0	8	LM
15	1	0	8	LM
16	2	0	8	LM
17	3	0	8	LM
18	6	1	8	LM
19	2	0	8	LM
20	2	0	8	LM
21	4	0	8	LM
22	3	0	8	LM
23	5	1	8	LM
24	2	0	8	LM
25	4	0	8	LM
26	4	0	8	LM
27	2	0	8	LM
28	6	1	8	LM
29	4	0	8	LM
30	7	1	8	LM
31	9	1	8	LM
32	7	1	8	LM
33	10	1	8	LM
34	7	1	8	LM
35	8	1	8	LM
36	8	1	8	LM
37	11	1	8	LM
38	7	1	8	LM
39	6	1	8	LM
40	6	1	8	LM
41	12	1	8	LM
42	9	1	8	LM
43	5	1	8	LM
44	8	1	8	LM
45	6	1	8	LM
46	7	1	8	LM
47	8	1	8	LM
48	7	1	8	LM
49	8	1	8	LM
50	6	1	8	LM
51	8	1	8	LM
52	7	1	8	LM
53	9	1	8	LM
54	9	1	8	LM
55	8	1	8	LM
56	10	1	8	LM
57	6	1	8	LM
58	10	1	8	LM
59	10	1	8	LM
60	8	1	8	LM
1	3	0	9	LM
2	3	0	9	LM
3	5	1	9	LM
4	4	0	9	LM
5	2	0	9	LM
6	4	0	9	LM
7	3	0	9	LM
8	4	0	9	LM
9	3	0	9	LM
10	4	0	9	LM
11	5	0	9	LM
12	3	0	9	LM
13	5	1	9	LM
14	3	0	9	LM
15	1	0	9	LM
16	2	0	9	LM
17	3	0	9	LM
18	6	1	9	LM
19	2	0	9	LM
20	2	0	9	LM
21	4	0	9	LM
22	3	0	9	LM
23	5	1	9	LM
24	2	0	9	LM
25	4	0	9	LM
26	4	0	9	LM
27	2	0	9	LM
28	6	1	9	LM
29	4	0	9	LM
30	7	1	9	LM
31	9	1	9	LM
32	7	1	9	LM
33	10	1	9	LM
34	7	1	9	LM
35	8	1	9	LM
36	8	1	9	LM
37	11	1	9	LM
38	7	1	9	LM
39	6	1	9	LM
40	6	1	9	LM
41	12	1	9	LM
42	9	1	9	LM
43	5	1	9	LM
44	8	1	9	LM
45	6	1	9	LM
46	7	1	9	LM
47	8	1	9	LM
48	7	1	9	LM
49	8	1	9	LM
50	6	1	9	LM
51	8	1	9	LM
52	7	1	9	LM
53	9	1	9	LM
54	9	1	9	LM
55	8	1	9	LM
56	10	1	9	LM
57	6	1	9	LM
58	10	1	9	LM
59	10	1	9	LM
60	8	1	9	LM
1	3	0	10	LM
2	3	0	10	LM
3	5	0	10	LM
4	4	0	10	LM
5	2	0	10	LM
6	4	0	10	LM
7	3	0	10	LM
8	4	0	10	LM
9	3	0	10	LM
10	4	0	10	LM
11	5	0	10	LM
12	3	0	10	LM
13	5	1	10	LM
14	3	0	10	LM
15	1	0	10	LM
16	2	0	10	LM
17	3	0	10	LM
18	6	1	10	LM
19	2	0	10	LM
20	2	0	10	LM
21	4	0	10	LM
22	3	0	10	LM
23	5	1	10	LM
24	2	0	10	LM
25	4	0	10	LM
26	4	0	10	LM
27	2	0	10	LM
28	6	1	10	LM
29	4	0	10	LM
30	7	1	10	LM
31	9	1	10	LM
32	7	1	10	LM
33	10	1	10	LM
34	7	1	10	LM
35	8	1	10	LM
36	8	1	10	LM
37	11	1	10	LM
38	7	1	10	LM
39	6	1	10	LM
40	6	1	10	LM
41	12	1	10	LM
42	9	1	10	LM
43	5	1	10	LM
44	8	1	10	LM
45	6	1	10	LM
46	7	1	10	LM
47	8	1	10	LM
48	7	1	10	LM
49	8	1	10	LM
50	6	1	10	LM
51	8	1	10	LM
52	7	1	10	LM
53	9	1	10	LM
54	9	1	10	LM
55	8	1	10	LM
56	10	1	10	LM
57	6	1	10	LM
58	10	1	10	LM
59	10	1	10	LM
60	8	1	10	LM
1	3	0	11	LM
2	3	0	11	LM
3	5	1	11	LM
4	4	0	11	LM
5	2	0	11	LM
6	4	0	11	LM
7	3	0	11	LM
8	4	0	11	LM
9	3	0	11	LM
10	4	0	11	LM
11	5	1	11	LM
12	3	0	11	LM
13	5	1	11	LM
14	3	0	11	LM
15	1	0	11	LM
16	2	0	11	LM
17	3	0	11	LM
18	6	1	11	LM
19	2	0	11	LM
20	2	0	11	LM
21	4	0	11	LM
22	3	0	11	LM
23	5	1	11	LM
24	2	0	11	LM
25	4	0	11	LM
26	4	0	11	LM
27	2	0	11	LM
28	6	1	11	LM
29	4	0	11	LM
30	7	1	11	LM
31	9	1	11	LM
32	7	1	11	LM
33	10	1	11	LM
34	7	1	11	LM
35	8	1	11	LM
36	8	1	11	LM
37	11	1	11	LM
38	7	1	11	LM
39	6	1	11	LM
40	6	1	11	LM
41	12	1	11	LM
42	9	1	11	LM
43	5	1	11	LM
44	8	1	11	LM
45	6	1	11	LM
46	7	1	11	LM
47	8	1	11	LM
48	7	1	11	LM
49	8	1	11	LM
50	6	1	11	LM
51	8	1	11	LM
52	7	1	11	LM
53	9	1	11	LM
54	9	1	11	LM
55	8	1	11	LM
56	10	1	11	LM
57	6	1	11	LM
58	10	1	11	LM
59	10	1	11	LM
60	8	1	11	LM
1	3	0	12	LM
2	3	0	12	LM
3	5	1	12	LM
4	4	0	12	LM
5	2	0	12	LM
6	4	0	12	LM
7	3	0	12	LM
8	4	0	12	LM
9	3	0	12	LM
10	4	0	12	LM
11	5	1	12	LM
12	3	0	12	LM
13	5	1	12	LM
14	3	0	12	LM
15	1	0	12	LM
16	2	0	12	LM
17	3	0	12	LM
18	6	1	12	LM
19	2	0	12	LM
20	2	0	12	LM
21	4	0	12	LM
22	3	0	12	LM
23	5	1	12	LM
24	2	0	12	LM
25	4	0	12	LM
26	4	0	12	LM
27	2	0	12	LM
28	6	1	12	LM
29	4	0	12	LM
30	7	1	12	LM
31	9	1	12	LM
32	7	1	12	LM
33	10	1	12	LM
34	7	1	12	LM
35	8	1	12	LM
36	8	1	12	LM
37	11	1	12	LM
38	7	1	12	LM
39	6	1	12	LM
40	6	1	12	LM
41	12	1	12	LM
42	9	1	12	LM
43	5	1	12	LM
44	8	1	12	LM
45	6	1	12	LM
46	7	1	12	LM
47	8	1	12	LM
48	7	1	12	LM
49	8	1	12	LM
50	6	1	12	LM
51	8	1	12	LM
52	7	1	12	LM
53	9	1	12	LM
54	9	1	12	LM
55	8	1	12	LM
56	10	1	12	LM
57	6	1	12	LM
58	10	1	12	LM
59	10	1	12	LM
60	8	1	12	LM
1	3	0	13	LM
2	3	0	13	LM
3	5	0	13	LM
4	4	0	13	LM
5	2	0	13	LM
6	4	0	13	LM
7	3	0	13	LM
8	4	0	13	LM
9	3	0	13	LM
10	4	0	13	LM
11	5	1	13	LM
12	3	0	13	LM
13	5	0	13	LM
14	3	0	13	LM
15	1	0	13	LM
16	2	0	13	LM
17	3	0	13	LM
18	6	1	13	LM
19	2	0	13	LM
20	2	0	13	LM
21	4	0	13	LM
22	3	0	13	LM
23	5	1	13	LM
24	2	0	13	LM
25	4	0	13	LM
26	4	0	13	LM
27	2	0	13	LM
28	6	1	13	LM
29	4	0	13	LM
30	7	1	13	LM
31	9	1	13	LM
32	7	1	13	LM
33	10	1	13	LM
34	7	1	13	LM
35	8	1	13	LM
36	8	1	13	LM
37	11	1	13	LM
38	7	1	13	LM
39	6	1	13	LM
40	6	1	13	LM
41	12	1	13	LM
42	9	1	13	LM
43	5	1	13	LM
44	8	1	13	LM
45	6	1	13	LM
46	7	1	13	LM
47	8	1	13	LM
48	7	1	13	LM
49	8	1	13	LM
50	6	1	13	LM
51	8	1	13	LM
52	7	1	13	LM
53	9	1	13	LM
54	9	1	13	LM
55	8	1	13	LM
56	10	1	13	LM
57	6	1	13	LM
58	10	1	13	LM
59	10	1	13	LM
60	8	1	13	LM
1	3	0	14	LM
2	3	0	14	LM
3	5	1	14	LM
4	4	0	14	LM
5	2	0	14	LM
6	4	0	14	LM
7	3	0	14	LM
8	4	0	14	LM
9	3	0	14	LM
10	4	0	14	LM
11	5	1	14	LM
12	3	0	14	LM
13	5	1	14	LM
14	3	0	14	LM
15	1	0	14	LM
16	2	0	14	LM
17	3	0	14	LM
18	6	1	14	LM
19	2	0	14	LM
20	2	0	14	LM
21	4	0	14	LM
22	3	0	14	LM
23	5	1	14	LM
24	2	0	14	LM
25	4	0	14	LM
26	4	0	14	LM
27	2	0	14	LM
28	6	1	14	LM
29	4	0	14	LM
30	7	1	14	LM
31	9	1	14	LM
32	7	1	14	LM
33	10	1	14	LM
34	7	1	14	LM
35	8	1	14	LM
36	8	1	14	LM
37	11	1	14	LM
38	7	1	14	LM
39	6	1	14	LM
40	6	1	14	LM
41	12	1	14	LM
42	9	1	14	LM
43	5	1	14	LM
44	8	1	14	LM
45	6	1	14	LM
46	7	1	14	LM
47	8	1	14	LM
48	7	1	14	LM
49	8	1	14	LM
50	6	1	14	LM
51	8	1	14	LM
52	7	1	14	LM
53	9	1	14	LM
54	9	1	14	LM
55	8	1	14	LM
56	10	1	14	LM
57	6	1	14	LM
58	10	1	14	LM
59	10	1	14	LM
60	8	1	14	LM
1	3	0	15	LM
2	3	0	15	LM
3	5	1	15	LM
4	4	0	15	LM
5	2	0	15	LM
6	4	0	15	LM
7	3	0	15	LM
8	4	0	15	LM
9	3	0	15	LM
10	4	0	15	LM
11	5	1	15	LM
12	3	0	15	LM
13	5	1	15	LM
14	3	0	15	LM
15	1	0	15	LM
16	2	0	15	LM
17	3	0	15	LM
18	6	1	15	LM
19	2	0	15	LM
20	2	0	15	LM
21	4	0	15	LM
22	3	0	15	LM
23	5	0	15	LM
24	2	0	15	LM
25	4	0	15	LM
26	4	0	15	LM
27	2	0	15	LM
28	6	1	15	LM
29	4	0	15	LM
30	7	1	15	LM
31	9	1	15	LM
32	7	1	15	LM
33	10	1	15	LM
34	7	1	15	LM
35	8	1	15	LM
36	8	1	15	LM
37	11	1	15	LM
38	7	1	15	LM
39	6	1	15	LM
40	6	1	15	LM
41	12	1	15	LM
42	9	1	15	LM
43	5	1	15	LM
44	8	1	15	LM
45	6	1	15	LM
46	7	1	15	LM
47	8	1	15	LM
48	7	1	15	LM
49	8	1	15	LM
50	6	1	15	LM
51	8	1	15	LM
52	7	1	15	LM
53	9	1	15	LM
54	9	1	15	LM
55	8	1	15	LM
56	10	1	15	LM
57	6	1	15	LM
58	10	1	15	LM
59	10	1	15	LM
60	8	1	15	LM
1	3	0	16	LM
2	3	0	16	LM
3	5	1	16	LM
4	4	0	16	LM
5	2	0	16	LM
6	4	0	16	LM
7	3	0	16	LM
8	4	0	16	LM
9	3	0	16	LM
10	4	0	16	LM
11	5	0	16	LM
12	3	0	16	LM
13	5	1	16	LM
14	3	0	16	LM
15	1	0	16	LM
16	2	0	16	LM
17	3	0	16	LM
18	6	1	16	LM
19	2	0	16	LM
20	2	0	16	LM
21	4	0	16	LM
22	3	0	16	LM
23	5	1	16	LM
24	2	0	16	LM
25	4	0	16	LM
26	4	0	16	LM
27	2	0	16	LM
28	6	1	16	LM
29	4	0	16	LM
30	7	1	16	LM
31	9	1	16	LM
32	7	1	16	LM
33	10	1	16	LM
34	7	1	16	LM
35	8	1	16	LM
36	8	1	16	LM
37	11	1	16	LM
38	7	1	16	LM
39	6	1	16	LM
40	6	1	16	LM
41	12	1	16	LM
42	9	1	16	LM
43	5	1	16	LM
44	8	1	16	LM
45	6	1	16	LM
46	7	1	16	LM
47	8	1	16	LM
48	7	1	16	LM
49	8	1	16	LM
50	6	1	16	LM
51	8	1	16	LM
52	7	1	16	LM
53	9	1	16	LM
54	9	1	16	LM
55	8	1	16	LM
56	10	1	16	LM
57	6	1	16	LM
58	10	1	16	LM
59	10	1	16	LM
60	8	1	16	LM
1	3	0	17	LM
2	3	0	17	LM
3	5	1	17	LM
4	4	0	17	LM
5	2	0	17	LM
6	4	0	17	LM
7	3	0	17	LM
8	4	0	17	LM
9	3	0	17	LM
10	4	0	17	LM
11	5	1	17	LM
12	3	0	17	LM
13	5	1	17	LM
14	3	0	17	LM
15	1	0	17	LM
16	2	0	17	LM
17	3	0	17	LM
18	6	1	17	LM
19	2	0	17	LM
20	2	0	17	LM
21	4	0	17	LM
22	3	0	17	LM
23	5	1	17	LM
24	2	0	17	LM
25	4	0	17	LM
26	4	0	17	LM
27	2	0	17	LM
28	6	1	17	LM
29	4	0	17	LM
30	7	1	17	LM
31	9	1	17	LM
32	7	1	17	LM
33	10	1	17	LM
34	7	1	17	LM
35	8	1	17	LM
36	8	1	17	LM
37	11	1	17	LM
38	7	1	17	LM
39	6	1	17	LM
40	6	1	17	LM
41	12	1	17	LM
42	9	1	17	LM
43	5	1	17	LM
44	8	1	17	LM
45	6	1	17	LM
46	7	1	17	LM
47	8	1	17	LM
48	7	1	17	LM
49	8	1	17	LM
50	6	1	17	LM
51	8	1	17	LM
52	7	1	17	LM
53	9	1	17	LM
54	9	1	17	LM
55	8	1	17	LM
56	10	1	17	LM
57	6	1	17	LM
58	10	1	17	LM
59	10	1	17	LM
60	8	1	17	LM
1	3	0	18	LM
2	3	0	18	LM
3	5	1	18	LM
4	4	0	18	LM
5	2	0	18	LM
6	4	0	18	LM
7	3	0	18	LM
8	4	0	18	LM
9	3	0	18	LM
10	4	0	18	LM
11	5	0	18	LM
12	3	0	18	LM
13	5	1	18	LM
14	3	0	18	LM
15	1	0	18	LM
16	2	0	18	LM
17	3	0	18	LM
18	6	1	18	LM
19	2	0	18	LM
20	2	0	18	LM
21	4	0	18	LM
22	3	0	18	LM
23	5	1	18	LM
24	2	0	18	LM
25	4	0	18	LM
26	4	0	18	LM
27	2	0	18	LM
28	6	1	18	LM
29	4	0	18	LM
30	7	1	18	LM
31	9	1	18	LM
32	7	1	18	LM
33	10	1	18	LM
34	7	1	18	LM
35	8	1	18	LM
36	8	1	18	LM
37	11	1	18	LM
38	7	1	18	LM
39	6	1	18	LM
40	6	1	18	LM
41	12	1	18	LM
42	9	1	18	LM
43	5	1	18	LM
44	8	1	18	LM
45	6	1	18	LM
46	7	1	18	LM
47	8	1	18	LM
48	7	1	18	LM
49	8	0	18	LM
50	6	1	18	LM
51	8	1	18	LM
52	7	1	18	LM
53	9	1	18	LM
54	9	1	18	LM
55	8	1	18	LM
56	10	1	18	LM
57	6	1	18	LM
58	10	1	18	LM
59	10	1	18	LM
60	8	1	18	LM
1	3	0	19	LM
2	3	0	19	LM
3	5	1	19	LM
4	4	0	19	LM
5	2	0	19	LM
6	4	0	19	LM
7	3	0	19	LM
8	4	0	19	LM
9	3	0	19	LM
10	4	0	19	LM
11	5	1	19	LM
12	3	0	19	LM
13	5	1	19	LM
14	3	0	19	LM
15	1	0	19	LM
16	2	0	19	LM
17	3	0	19	LM
18	6	1	19	LM
19	2	0	19	LM
20	2	0	19	LM
21	4	0	19	LM
22	3	0	19	LM
23	5	1	19	LM
24	2	0	19	LM
25	4	0	19	LM
26	4	0	19	LM
27	2	0	19	LM
28	6	1	19	LM
29	4	0	19	LM
30	7	1	19	LM
31	9	1	19	LM
32	7	1	19	LM
33	10	1	19	LM
34	7	1	19	LM
35	8	1	19	LM
36	8	1	19	LM
37	11	1	19	LM
38	7	1	19	LM
39	6	1	19	LM
40	6	1	19	LM
41	12	1	19	LM
42	9	1	19	LM
43	5	1	19	LM
44	8	1	19	LM
45	6	1	19	LM
46	7	1	19	LM
47	8	1	19	LM
48	7	1	19	LM
49	8	1	19	LM
50	6	1	19	LM
51	8	1	19	LM
52	7	1	19	LM
53	9	1	19	LM
54	9	1	19	LM
55	8	1	19	LM
56	10	1	19	LM
57	6	1	19	LM
58	10	1	19	LM
59	10	1	19	LM
60	8	1	19	LM
1	3	0	20	LM
2	3	0	20	LM
3	5	0	20	LM
4	4	0	20	LM
5	2	0	20	LM
6	4	0	20	LM
7	3	0	20	LM
8	4	0	20	LM
9	3	0	20	LM
10	4	0	20	LM
11	5	1	20	LM
12	3	0	20	LM
13	5	1	20	LM
14	3	0	20	LM
15	1	0	20	LM
16	2	0	20	LM
17	3	0	20	LM
18	6	1	20	LM
19	2	0	20	LM
20	2	0	20	LM
21	4	0	20	LM
22	3	0	20	LM
23	5	1	20	LM
24	2	0	20	LM
25	4	0	20	LM
26	4	0	20	LM
27	2	0	20	LM
28	6	1	20	LM
29	4	0	20	LM
30	7	1	20	LM
31	9	1	20	LM
32	7	1	20	LM
33	10	1	20	LM
34	7	1	20	LM
35	8	1	20	LM
36	8	1	20	LM
37	11	1	20	LM
38	7	1	20	LM
39	6	1	20	LM
40	6	1	20	LM
41	12	1	20	LM
42	9	1	20	LM
43	5	1	20	LM
44	8	1	20	LM
45	6	1	20	LM
46	7	1	20	LM
47	8	1	20	LM
48	7	1	20	LM
49	8	1	20	LM
50	6	1	20	LM
51	8	1	20	LM
52	7	1	20	LM
53	9	1	20	LM
54	9	1	20	LM
55	8	1	20	LM
56	10	1	20	LM
57	6	1	20	LM
58	10	1	20	LM
59	10	1	20	LM
60	8	1	20	LM
1	3	0	21	LM
2	3	0	21	LM
3	5	1	21	LM
4	4	0	21	LM
5	2	0	21	LM
6	4	0	21	LM
7	3	0	21	LM
8	4	0	21	LM
9	3	0	21	LM
10	4	0	21	LM
11	5	1	21	LM
12	3	0	21	LM
13	5	1	21	LM
14	3	0	21	LM
15	1	0	21	LM
16	2	0	21	LM
17	3	0	21	LM
18	6	1	21	LM
19	2	0	21	LM
20	2	0	21	LM
21	4	0	21	LM
22	3	0	21	LM
23	5	0	21	LM
24	2	0	21	LM
25	4	0	21	LM
26	4	0	21	LM
27	2	0	21	LM
28	6	1	21	LM
29	4	0	21	LM
30	7	1	21	LM
31	9	1	21	LM
32	7	1	21	LM
33	10	1	21	LM
34	7	1	21	LM
35	8	1	21	LM
36	8	1	21	LM
37	11	1	21	LM
38	7	1	21	LM
39	6	1	21	LM
40	6	1	21	LM
41	12	1	21	LM
42	9	1	21	LM
43	5	1	21	LM
44	8	1	21	LM
45	6	1	21	LM
46	7	1	21	LM
47	8	1	21	LM
48	7	1	21	LM
49	8	1	21	LM
50	6	1	21	LM
51	8	1	21	LM
52	7	1	21	LM
53	9	1	21	LM
54	9	1	21	LM
55	8	1	21	LM
56	10	1	21	LM
57	6	1	21	LM
58	10	1	21	LM
59	10	1	21	LM
60	8	1	21	LM
1	3	0	22	LM
2	3	0	22	LM
3	5	1	22	LM
4	4	0	22	LM
5	2	0	22	LM
6	4	0	22	LM
7	3	0	22	LM
8	4	0	22	LM
9	3	0	22	LM
10	4	0	22	LM
