"trialNum"	"cue"	"keyPressed"	"success"	"congruentOutcome"	"outcome"	"subjID"
111	4	0	1	2	-1	1
112	2	0	1	1	1	1
113	3	1	1	1	0	1
114	4	0	1	2	-1	1
115	2	0	1	2	0	1
116	3	1	1	1	0	1
117	1	0	0	1	0	1
118	4	0	1	1	0	1
119	3	1	1	2	-1	1
120	4	1	0	1	-1	1
121	2	0	1	2	0	1
122	1	1	1	1	1	1
123	3	0	0	1	-1	1
124	1	1	1	1	1	1
125	3	1	1	2	-1	1
126	1	1	1	2	0	1
127	4	0	1	1	0	1
128	1	1	1	1	1	1
129	1	1	1	1	1	1
130	2	0	1	2	0	1
131	3	1	1	2	-1	1
132	1	1	1	1	1	1
133	4	0	1	2	-1	1
134	4	0	1	2	-1	1
135	3	1	1	1	0	1
136	4	0	1	1	0	1
137	1	1	1	1	1	1
138	4	0	1	1	0	1
139	3	0	0	1	-1	1
140	3	1	1	1	0	1
141	1	1	1	1	1	1
142	4	0	1	1	0	1
143	4	0	1	1	0	1
144	1	1	1	1	1	1
145	4	0	1	1	0	1
146	2	0	1	1	1	1
147	2	0	1	2	0	1
148	1	1	1	1	1	1
149	3	1	1	1	0	1
150	2	1	0	1	0	1
151	2	1	0	1	0	1
152	2	0	1	1	1	1
153	4	0	1	1	0	1
154	2	0	1	2	0	1
155	1	1	1	1	1	1
156	1	1	1	1	1	1
157	3	1	1	1	0	1
158	2	1	0	1	0	1
159	3	1	1	1	0	1
160	3	1	1	2	-1	1
161	3	1	1	1	0	1
162	2	0	1	2	0	1
163	2	0	1	2	0	1
164	1	1	1	1	1	1
165	4	0	1	1	0	1
166	4	0	1	1	0	1
167	2	1	0	1	0	1
168	3	1	1	2	-1	1
169	3	1	1	1	0	1
170	2	0	1	2	0	1
171	1	1	1	2	0	1
172	3	1	1	1	0	1
173	1	1	1	1	1	1
174	2	1	0	2	1	1
175	3	0	0	1	-1	1
176	4	1	0	1	-1	1
177	2	1	0	1	0	1
178	1	1	1	1	1	1
179	4	0	1	1	0	1
180	1	0	0	1	0	1
181	4	0	1	1	0	1
182	1	1	1	1	1	1
183	4	0	1	1	0	1
184	1	1	1	2	0	1
185	4	0	1	2	-1	1
186	4	0	1	1	0	1
187	1	1	1	2	0	1
188	2	1	0	1	0	1
189	1	1	1	1	1	1
190	1	1	1	1	1	1
191	2	1	0	1	0	1
192	1	1	1	1	1	1
193	4	0	1	1	0	1
194	3	1	1	2	-1	1
195	1	1	1	1	1	1
196	3	1	1	1	0	1
197	1	1	1	2	0	1
198	3	1	1	1	0	1
199	3	1	1	1	0	1
200	3	1	1	1	0	1
201	1	1	1	1	1	1
202	1	1	1	1	1	1
203	3	1	1	1	0	1
204	4	0	1	1	0	1
205	4	0	1	1	0	1
206	2	1	0	2	1	1
207	4	0	1	1	0	1
208	2	1	0	1	0	1
209	4	0	1	2	-1	1
210	4	0	1	1	0	1
211	4	0	1	1	0	1
212	2	1	0	1	0	1
213	3	1	1	1	0	1
214	2	0	1	1	1	1
215	1	1	1	2	0	1
216	1	1	1	2	0	1
217	4	0	1	1	0	1
218	2	0	1	1	1	1
219	4	0	1	1	0	1
220	2	0	1	2	0	1
221	3	1	1	1	0	1
222	4	0	1	1	0	1
223	1	1	1	1	1	1
224	3	1	1	1	0	1
225	3	1	1	1	0	1
226	3	1	1	1	0	1
227	2	0	1	1	1	1
228	3	1	1	1	0	1
229	4	0	1	2	-1	1
230	3	1	1	1	0	1
231	2	0	1	2	0	1
232	4	0	1	1	0	1
233	3	1	1	1	0	1
234	1	1	1	1	1	1
235	1	1	1	1	1	1
236	4	1	0	2	0	1
237	2	0	1	1	1	1
238	2	0	1	2	0	1
239	2	0	1	1	1	1
240	3	1	1	1	0	1
1	3	1	1	2	-1	2
2	2	1	0	1	0	2
3	2	0	1	1	1	2
4	2	0	1	2	0	2
5	4	0	1	1	0	2
6	3	1	1	1	0	2
7	1	1	1	2	0	2
8	4	0	1	1	0	2
9	3	1	1	1	0	2
10	3	0	0	2	0	2
11	3	1	1	1	0	2
12	2	1	0	1	0	2
13	2	1	0	1	0	2
14	1	0	0	1	0	2
15	2	1	0	1	0	2
16	1	0	0	1	0	2
17	1	1	1	2	0	2
18	3	0	0	1	-1	2
19	4	1	0	2	0	2
20	3	1	1	2	-1	2
21	1	1	1	2	0	2
22	1	1	1	1	1	2
23	3	0	0	1	-1	2
24	2	1	0	1	0	2
25	2	1	0	1	0	2
26	4	1	0	1	-1	2
27	3	1	1	1	0	2
28	3	0	0	1	-1	2
29	4	0	1	1	0	2
30	4	0	1	1	0	2
31	3	1	1	2	-1	2
32	3	1	1	1	0	2
33	4	1	0	1	-1	2
34	1	1	1	2	0	2
35	4	0	1	1	0	2
36	4	0	1	1	0	2
37	4	1	0	1	-1	2
38	2	1	0	1	0	2
39	2	0	1	1	1	2
40	4	0	1	1	0	2
41	1	1	1	1	1	2
42	1	1	1	1	1	2
43	4	0	1	1	0	2
44	3	0	0	1	-1	2
45	3	1	1	1	0	2
46	2	0	1	1	1	2
47	1	0	0	1	0	2
48	1	1	1	1	1	2
49	2	0	1	2	0	2
50	4	0	1	1	0	2
51	3	1	1	1	0	2
52	3	0	0	1	-1	2
53	4	0	1	2	-1	2
54	4	0	1	1	0	2
55	4	0	1	2	-1	2
56	2	0	1	1	1	2
57	3	1	1	1	0	2
58	3	1	1	1	0	2
59	1	1	1	1	1	2
60	1	1	1	1	1	2
61	4	0	1	1	0	2
62	2	0	1	1	1	2
63	4	0	1	2	-1	2
64	1	1	1	1	1	2
65	3	1	1	2	-1	2
66	1	1	1	1	1	2
67	2	0	1	1	1	2
68	2	0	1	1	1	2
69	2	0	1	1	1	2
70	2	0	1	1	1	2
71	2	0	1	2	0	2
72	4	0	1	1	0	2
73	4	0	1	2	-1	2
74	3	1	1	1	0	2
75	1	1	1	2	0	2
76	1	1	1	1	1	2
77	4	0	1	1	0	2
78	3	0	0	1	-1	2
79	4	0	1	1	0	2
80	1	1	1	1	1	2
81	2	0	1	1	1	2
82	2	0	1	1	1	2
83	1	1	1	1	1	2
84	1	1	1	2	0	2
85	3	1	1	1	0	2
86	3	0	0	1	-1	2
87	2	0	1	1	1	2
88	1	1	1	2	0	2
89	4	1	0	1	-1	2
90	3	1	1	1	0	2
91	3	1	1	1	0	2
92	3	1	1	1	0	2
93	4	0	1	1	0	2
94	3	1	1	1	0	2
95	4	0	1	1	0	2
96	4	0	1	2	-1	2
97	3	1	1	2	-1	2
98	4	0	1	2	-1	2
99	4	0	1	1	0	2
100	3	1	1	2	-1	2
101	3	1	1	1	0	2
102	1	1	1	1	1	2
103	2	0	1	1	1	2
104	2	1	0	1	0	2
105	3	1	1	1	0	2
106	2	0	1	1	1	2
107	2	0	1	1	1	2
108	1	0	0	1	0	2
109	2	0	1	2	0	2
110	4	1	0	1	-1	2
111	4	0	1	1	0	2
112	4	0	1	2	-1	2
113	3	1	1	1	0	2
114	4	1	0	1	-1	2
115	4	0	1	1	0	2
116	4	0	1	1	0	2
117	3	1	1	1	0	2
118	2	0	1	1	1	2
119	2	0	1	1	1	2
120	2	0	1	2	0	2
121	1	1	1	1	1	2
122	3	1	1	1	0	2
123	3	1	1	1	0	2
124	1	1	1	1	1	2
125	3	1	1	1	0	2
126	1	1	1	1	1	2
127	1	1	1	1	1	2
128	1	1	1	1	1	2
129	2	0	1	1	1	2
130	2	0	1	1	1	2
131	4	0	1	1	0	2
132	1	1	1	1	1	2
133	3	1	1	2	-1	2
134	1	1	1	1	1	2
135	1	1	1	2	0	2
136	1	1	1	1	1	2
137	1	0	0	1	0	2
138	3	1	1	1	0	2
139	1	1	1	1	1	2
140	1	1	1	1	1	2
141	4	0	1	1	0	2
142	2	0	1	1	1	2
143	3	1	1	1	0	2
144	3	0	0	1	-1	2
145	4	0	1	1	0	2
146	2	0	1	1	1	2
147	1	1	1	1	1	2
148	2	0	1	1	1	2
149	2	1	0	1	0	2
150	4	0	1	2	-1	2
151	3	1	1	1	0	2
152	2	0	1	2	0	2
153	1	0	0	1	0	2
154	3	1	1	1	0	2
155	3	1	1	1	0	2
156	2	0	1	1	1	2
157	4	0	1	1	0	2
158	2	0	1	1	1	2
159	4	0	1	2	-1	2
160	1	1	1	1	1	2
161	4	1	0	1	-1	2
162	4	0	1	1	0	2
163	1	1	1	1	1	2
164	2	1	0	1	0	2
165	3	1	1	1	0	2
166	2	0	1	1	1	2
167	1	1	1	1	1	2
168	2	0	1	2	0	2
169	2	0	1	1	1	2
170	2	0	1	1	1	2
171	3	1	1	1	0	2
172	4	0	1	1	0	2
173	1	1	1	1	1	2
174	3	1	1	1	0	2
175	3	1	1	1	0	2
176	3	1	1	1	0	2
177	1	1	1	1	1	2
178	2	0	1	2	0	2
179	1	1	1	1	1	2
180	1	1	1	2	0	2
181	1	1	1	1	1	2
182	1	1	1	1	1	2
183	4	0	1	1	0	2
184	2	0	1	2	0	2
185	2	1	0	1	0	2
186	1	1	1	1	1	2
187	2	0	1	2	0	2
188	4	0	1	1	0	2
189	1	1	1	1	1	2
190	1	1	1	2	0	2
191	1	1	1	1	1	2
192	4	0	1	1	0	2
193	2	0	1	1	1	2
194	4	0	1	1	0	2
195	3	1	1	2	-1	2
196	1	1	1	1	1	2
197	4	0	1	1	0	2
198	2	0	1	2	0	2
199	4	0	1	1	0	2
200	3	1	1	1	0	2
201	3	1	1	1	0	2
202	2	0	1	1	1	2
203	4	0	1	1	0	2
204	4	0	1	1	0	2
205	4	0	1	1	0	2
206	4	0	1	2	-1	2
207	2	0	1	1	1	2
208	2	0	1	1	1	2
209	2	0	1	1	1	2
210	3	1	1	1	0	2
211	1	1	1	1	1	2
212	3	1	1	1	0	2
213	3	1	1	1	0	2
214	3	1	1	2	-1	2
215	4	1	0	2	0	2
216	3	1	1	1	0	2
217	1	1	1	1	1	2
218	4	0	1	1	0	2
219	1	1	1	1	1	2
220	1	1	1	1	1	2
221	2	0	1	1	1	2
222	1	1	1	1	1	2
223	4	1	0	1	-1	2
224	2	0	1	1	1	2
225	3	1	1	1	0	2
226	2	0	1	1	1	2
227	2	0	1	1	1	2
228	1	1	1	1	1	2
229	4	0	1	1	0	2
230	4	0	1	1	0	2
231	2	0	1	1	1	2
232	1	1	1	1	1	2
233	1	1	1	1	1	2
234	1	1	1	2	0	2
235	3	1	1	2	-1	2
236	3	1	1	1	0	2
237	4	0	1	1	0	2
238	2	0	1	1	1	2
239	3	1	1	1	0	2
240	4	0	1	1	0	2
1	4	1	0	1	-1	3
2	4	0	1	1	0	3
3	4	0	1	1	0	3
4	2	0	1	2	0	3
5	2	1	0	2	1	3
6	2	1	0	1	0	3
7	2	1	0	1	0	3
8	3	1	1	2	-1	3
9	2	1	0	1	0	3
10	4	0	1	1	0	3
11	3	0	0	1	-1	3
12	1	0	0	2	1	3
13	1	0	0	2	1	3
14	2	0	1	2	0	3
15	3	0	0	1	-1	3
16	1	0	0	1	0	3
17	1	1	1	1	1	3
18	3	1	1	1	0	3
19	3	1	1	1	0	3
20	3	0	0	1	-1	3
21	3	0	0	1	-1	3
22	3	1	1	1	0	3
23	4	0	1	1	0	3
24	4	0	1	1	0	3
25	4	0	1	1	0	3
26	1	1	1	1	1	3
27	2	0	1	1	1	3
28	1	1	1	2	0	3
29	3	1	1	2	-1	3
30	3	1	1	2	-1	3
31	1	0	0	1	0	3
32	1	1	1	2	0	3
33	1	1	1	1	1	3
34	2	1	0	1	0	3
35	3	1	1	1	0	3
36	1	1	1	1	1	3
37	1	1	1	1	1	3
38	2	0	1	1	1	3
39	4	1	0	1	-1	3
40	1	1	1	1	1	3
41	2	0	1	1	1	3
42	4	0	1	1	0	3
43	3	1	1	2	-1	3
44	2	0	1	1	1	3
45	1	1	1	1	1	3
46	1	1	1	1	1	3
47	4	0	1	1	0	3
48	2	0	1	1	1	3
49	2	0	1	1	1	3
50	3	1	1	1	0	3
51	4	0	1	1	0	3
52	4	0	1	1	0	3
53	1	1	1	2	0	3
54	3	1	1	2	-1	3
55	1	1	1	2	0	3
56	4	0	1	1	0	3
57	4	0	1	1	0	3
58	4	0	1	1	0	3
59	2	0	1	1	1	3
60	4	1	0	1	-1	3
61	3	1	1	1	0	3
62	1	1	1	1	1	3
63	1	1	1	2	0	3
64	4	0	1	1	0	3
65	1	1	1	1	1	3
66	3	1	1	1	0	3
67	2	0	1	1	1	3
68	4	1	0	2	0	3
69	4	1	0	1	-1	3
70	2	0	1	1	1	3
71	1	1	1	2	0	3
72	3	0	0	2	0	3
73	1	1	1	1	1	3
74	3	1	1	1	0	3
75	2	0	1	1	1	3
76	1	1	1	1	1	3
77	2	0	1	1	1	3
78	2	0	1	1	1	3
79	1	1	1	2	0	3
80	3	1	1	1	0	3
81	3	1	1	2	-1	3
82	2	0	1	1	1	3
83	1	1	1	1	1	3
84	1	1	1	1	1	3
85	2	1	0	1	0	3
86	2	0	1	1	1	3
87	2	0	1	1	1	3
88	1	1	1	1	1	3
89	3	0	0	1	-1	3
90	1	1	1	1	1	3
91	4	0	1	2	-1	3
92	3	1	1	1	0	3
93	2	0	1	1	1	3
94	4	0	1	2	-1	3
95	3	1	1	1	0	3
96	2	0	1	1	1	3
97	3	0	0	1	-1	3
98	3	1	1	1	0	3
99	1	1	1	2	0	3
100	3	1	1	1	0	3
101	1	1	1	1	1	3
102	1	1	1	1	1	3
103	4	0	1	1	0	3
104	4	0	1	1	0	3
105	4	1	0	1	-1	3
106	3	0	0	1	-1	3
107	4	0	1	1	0	3
108	3	1	1	1	0	3
109	1	1	1	2	0	3
110	2	0	1	1	1	3
111	3	1	1	2	-1	3
112	1	1	1	1	1	3
113	1	0	0	2	1	3
114	3	1	1	1	0	3
115	1	1	1	1	1	3
116	3	1	1	1	0	3
117	2	0	1	1	1	3
118	4	0	1	1	0	3
119	3	1	1	1	0	3
120	4	1	0	1	-1	3
121	4	0	1	1	0	3
122	4	0	1	1	0	3
123	2	0	1	1	1	3
124	3	1	1	2	-1	3
125	3	1	1	1	0	3
126	3	1	1	1	0	3
127	2	0	1	1	1	3
128	4	0	1	1	0	3
129	4	0	1	1	0	3
130	2	0	1	1	1	3
131	1	1	1	1	1	3
132	2	0	1	1	1	3
133	3	1	1	1	0	3
134	3	1	1	1	0	3
135	4	0	1	1	0	3
136	3	1	1	1	0	3
137	3	1	1	1	0	3
138	3	1	1	1	0	3
139	1	1	1	1	1	3
140	2	0	1	2	0	3
141	1	1	1	1	1	3
142	3	1	1	2	-1	3
143	1	1	1	1	1	3
144	4	0	1	1	0	3
145	2	0	1	2	0	3
146	1	1	1	1	1	3
147	2	0	1	1	1	3
148	4	0	1	1	0	3
149	2	1	0	2	1	3
150	1	1	1	1	1	3
151	1	1	1	1	1	3
152	3	1	1	2	-1	3
153	4	0	1	1	0	3
154	4	0	1	1	0	3
155	2	0	1	2	0	3
156	4	0	1	1	0	3
157	3	1	1	2	-1	3
158	1	1	1	1	1	3
159	4	0	1	1	0	3
160	4	0	1	1	0	3
161	2	0	1	2	0	3
162	1	1	1	1	1	3
163	4	0	1	1	0	3
164	3	1	1	1	0	3
165	4	0	1	1	0	3
166	4	0	1	1	0	3
167	1	1	1	1	1	3
168	2	1	0	1	0	3
169	1	1	1	1	1	3
170	3	1	1	1	0	3
171	2	1	0	1	0	3
172	2	0	1	1	1	3
173	3	0	0	1	-1	3
174	1	1	1	1	1	3
175	1	1	1	2	0	3
176	1	1	1	1	1	3
177	2	0	1	1	1	3
178	4	1	0	1	-1	3
179	2	0	1	1	1	3
180	3	1	1	1	0	3
181	1	1	1	1	1	3
182	4	0	1	1	0	3
183	4	0	1	1	0	3
184	1	1	1	1	1	3
185	4	0	1	1	0	3
186	4	0	1	1	0	3
187	3	1	1	1	0	3
188	4	0	1	1	0	3
189	2	0	1	1	1	3
190	1	1	1	1	1	3
191	4	0	1	1	0	3
192	1	1	1	1	1	3
193	3	1	1	2	-1	3
194	2	1	0	1	0	3
195	2	0	1	1	1	3
196	4	0	1	1	0	3
197	2	0	1	2	0	3
198	1	1	1	1	1	3
199	4	0	1	1	0	3
200	4	0	1	2	-1	3
201	3	1	1	1	0	3
202	2	0	1	1	1	3
203	1	1	1	1	1	3
204	3	1	1	1	0	3
205	2	0	1	1	1	3
206	3	1	1	1	0	3
207	2	0	1	1	1	3
208	2	0	1	1	1	3
209	4	0	1	2	-1	3
210	2	1	0	1	0	3
211	1	1	1	1	1	3
212	4	0	1	2	-1	3
213	3	1	1	1	0	3
214	3	1	1	1	0	3
215	1	1	1	1	1	3
216	4	1	0	2	0	3
217	2	0	1	1	1	3
218	2	1	0	1	0	3
219	3	1	1	1	0	3
220	4	0	1	1	0	3
221	4	0	1	2	-1	3
222	2	0	1	1	1	3
223	3	1	1	2	-1	3
224	1	1	1	1	1	3
225	1	1	1	1	1	3
226	2	0	1	1	1	3
227	4	1	0	1	-1	3
228	3	1	1	1	0	3
229	2	0	1	1	1	3
230	4	1	0	1	-1	3
231	2	0	1	1	1	3
232	3	1	1	1	0	3
233	3	1	1	1	0	3
234	2	0	1	1	1	3
235	2	0	1	1	1	3
236	2	0	1	1	1	3
237	1	1	1	2	0	3
238	1	1	1	1	1	3
239	3	1	1	2	-1	3
240	4	1	0	2	0	3
1	4	0	1	1	0	4
2	4	1	0	1	-1	4
3	1	1	1	1	1	4
4	3	1	1	1	0	4
5	2	0	1	1	1	4
6	2	0	1	1	1	4
7	2	0	1	1	1	4
8	1	1	1	1	1	4
9	2	0	1	1	1	4
10	4	0	1	1	0	4
11	1	1	1	1	1	4
12	1	1	1	1	1	4
13	1	1	1	2	0	4
14	3	0	0	1	-1	4
15	1	0	0	1	0	4
16	2	0	1	1	1	4
17	3	0	0	2	0	4
18	1	1	1	2	0	4
19	4	0	1	1	0	4
20	2	0	1	1	1	4
21	2	0	1	1	1	4
22	3	1	1	2	-1	4
23	3	0	0	1	-1	4
24	4	1	0	1	-1	4
25	3	0	0	1	-1	4
26	2	0	1	1	1	4
27	4	0	1	1	0	4
28	1	1	1	1	1	4
29	1	0	0	1	0	4
30	1	1	1	1	1	4
31	2	0	1	2	0	4
32	1	1	1	2	0	4
33	4	1	0	1	-1	4
34	2	0	1	2	0	4
35	2	0	1	1	1	4
36	1	1	1	1	1	4
37	3	1	1	1	0	4
38	1	1	1	1	1	4
39	4	1	0	1	-1	4
40	2	1	0	1	0	4
41	4	0	1	1	0	4
42	2	0	1	2	0	4
43	2	0	1	1	1	4
44	3	1	1	2	-1	4
45	1	1	1	2	0	4
46	3	0	0	1	-1	4
47	3	1	1	1	0	4
48	3	0	0	1	-1	4
49	2	0	1	1	1	4
50	3	1	1	1	0	4
51	2	0	1	2	0	4
52	4	0	1	1	0	4
53	4	0	1	1	0	4
54	3	1	1	1	0	4
55	2	0	1	1	1	4
56	1	1	1	2	0	4
57	4	0	1	1	0	4
58	1	1	1	2	0	4
59	2	0	1	1	1	4
60	2	0	1	2	0	4
61	4	0	1	2	-1	4
62	3	1	1	1	0	4
63	1	1	1	1	1	4
64	2	0	1	1	1	4
65	3	1	1	1	0	4
66	4	0	1	1	0	4
67	3	1	1	1	0	4
68	4	0	1	1	0	4
69	1	1	1	1	1	4
70	4	0	1	1	0	4
71	2	0	1	2	0	4
72	1	1	1	1	1	4
73	4	0	1	2	-1	4
74	1	1	1	1	1	4
75	1	1	1	2	0	4
76	1	1	1	1	1	4
77	2	0	1	1	1	4
78	1	1	1	1	1	4
79	2	0	1	1	1	4
80	3	1	1	1	0	4
81	2	0	1	1	1	4
82	4	0	1	1	0	4
83	3	1	1	1	0	4
84	2	0	1	2	0	4
85	3	1	1	2	-1	4
86	2	0	1	1	1	4
87	3	1	1	2	-1	4
88	2	0	1	1	1	4
89	3	1	1	2	-1	4
90	2	0	1	1	1	4
91	2	0	1	1	1	4
92	3	0	0	1	-1	4
93	4	0	1	1	0	4
94	2	0	1	1	1	4
95	1	1	1	1	1	4
96	3	1	1	2	-1	4
97	4	0	1	1	0	4
98	4	0	1	1	0	4
99	4	0	1	2	-1	4
100	4	0	1	2	-1	4
101	4	1	0	1	-1	4
102	4	1	0	1	-1	4
103	2	0	1	2	0	4
104	2	0	1	2	0	4
105	1	1	1	1	1	4
106	3	1	1	1	0	4
107	1	1	1	2	0	4
108	2	0	1	1	1	4
109	1	1	1	2	0	4
110	4	0	1	1	0	4
111	1	1	1	1	1	4
112	4	0	1	1	0	4
113	2	0	1	1	1	4
114	2	0	1	1	1	4
115	2	0	1	1	1	4
116	1	1	1	1	1	4
117	4	1	0	1	-1	4
118	3	1	1	1	0	4
119	2	0	1	2	0	4
120	2	0	1	1	1	4
121	1	1	1	1	1	4
122	3	0	0	2	0	4
123	4	0	1	2	-1	4
124	4	0	1	1	0	4
125	4	0	1	1	0	4
126	4	0	1	1	0	4
127	3	1	1	1	0	4
128	1	1	1	1	1	4
129	1	1	1	2	0	4
130	2	0	1	1	1	4
131	1	1	1	1	1	4
132	4	0	1	1	0	4
133	3	1	1	2	-1	4
134	4	0	1	2	-1	4
135	3	0	0	1	-1	4
136	4	0	1	1	0	4
137	3	1	1	2	-1	4
138	1	1	1	2	0	4
139	3	1	1	1	0	4
140	1	1	1	1	1	4
141	1	1	1	1	1	4
142	1	0	0	1	0	4
143	4	0	1	1	0	4
144	1	1	1	1	1	4
145	3	0	0	1	-1	4
146	1	1	1	1	1	4
147	4	0	1	1	0	4
148	1	1	1	1	1	4
149	4	0	1	1	0	4
150	4	0	1	1	0	4
151	2	0	1	1	1	4
152	4	0	1	1	0	4
153	3	1	1	1	0	4
154	1	1	1	1	1	4
155	1	1	1	1	1	4
156	1	1	1	1	1	4
157	3	1	1	1	0	4
158	4	0	1	1	0	4
159	2	0	1	1	1	4
160	2	0	1	2	0	4
161	1	1	1	1	1	4
162	4	0	1	1	0	4
163	3	1	1	1	0	4
164	3	1	1	1	0	4
165	2	0	1	1	1	4
166	2	0	1	1	1	4
167	3	1	1	1	0	4
168	3	1	1	2	-1	4
169	3	1	1	1	0	4
170	2	0	1	1	1	4
171	1	1	1	1	1	4
172	3	1	1	1	0	4
173	3	1	1	1	0	4
174	3	1	1	1	0	4
175	4	0	1	1	0	4
176	3	1	1	1	0	4
177	3	1	1	1	0	4
178	3	1	1	1	0	4
179	3	1	1	1	0	4
180	4	0	1	2	-1	4
181	2	0	1	1	1	4
182	3	1	1	1	0	4
183	3	1	1	2	-1	4
184	2	0	1	2	0	4
185	1	1	1	1	1	4
186	1	1	1	2	0	4
187	4	1	0	1	-1	4
188	4	0	1	1	0	4
189	4	0	1	1	0	4
190	1	1	1	1	1	4
191	2	1	0	1	0	4
192	3	1	1	2	-1	4
193	3	0	0	1	-1	4
194	3	0	0	1	-1	4
195	2	0	1	1	1	4
196	4	0	1	1	0	4
197	4	0	1	1	0	4
198	1	1	1	1	1	4
199	4	0	1	1	0	4
200	3	0	0	1	-1	4
201	2	1	0	1	0	4
202	2	0	1	1	1	4
203	1	1	1	1	1	4
204	2	0	1	1	1	4
205	2	0	1	1	1	4
206	4	0	1	1	0	4
207	1	1	1	1	1	4
208	3	1	1	1	0	4
209	1	1	1	2	0	4
210	1	1	1	2	0	4
211	2	0	1	2	0	4
212	1	1	1	1	1	4
213	2	0	1	1	1	4
214	4	1	0	1	-1	4
215	2	0	1	2	0	4
216	3	0	0	1	-1	4
217	4	0	1	1	0	4
218	3	1	1	1	0	4
219	4	0	1	1	0	4
220	2	0	1	1	1	4
221	2	0	1	2	0	4
222	2	0	1	1	1	4
223	3	1	1	1	0	4
224	3	1	1	1	0	4
225	1	1	1	1	1	4
226	1	1	1	1	1	4
227	3	1	1	1	0	4
228	3	1	1	1	0	4
229	1	1	1	1	1	4
230	1	1	1	1	1	4
231	4	0	1	1	0	4
232	2	0	1	1	1	4
233	4	0	1	1	0	4
234	4	0	1	1	0	4
235	1	1	1	1	1	4
236	4	0	1	1	0	4
237	3	1	1	1	0	4
238	1	1	1	1	1	4
239	4	0	1	1	0	4
240	4	0	1	1	0	4
1	2	1	0	1	0	5
2	4	1	0	1	-1	5
3	2	0	1	1	1	5
4	1	0	0	1	0	5
5	3	1	1	1	0	5
6	2	0	1	1	1	5
7	1	1	1	1	1	5
8	4	0	1	1	0	5
9	3	1	1	2	-1	5
10	2	0	1	1	1	5
11	1	1	1	1	1	5
12	1	1	1	2	0	5
13	4	0	1	1	0	5
14	1	1	1	1	1	5
15	3	0	0	1	-1	5
16	4	1	0	1	-1	5
17	4	1	0	2	0	5
18	1	1	1	1	1	5
19	2	0	1	1	1	5
20	3	1	1	1	0	5
21	3	1	1	1	0	5
22	4	0	1	2	-1	5
