subjID	gain	loss	choice
202	1	0	4
202	0	0	3
202	1	0	2
202	1	0	2
202	0	-1	1
202	0	0	4
202	1	0	2
202	0	0	2
202	0	-1	3
202	0	0	2
202	0	0	4
202	0	-1	1
202	0	0	3
202	0	0	1
202	0	-1	2
202	0	0	3
202	0	0	1
202	0	0	4
202	1	0	3
202	0	0	1
202	0	-1	2
202	0	0	3
202	0	0	1
202	0	0	1
202	0	0	4
202	0	-1	1
202	0	0	4
202	0	-1	2
202	0	-1	3
202	0	0	1
202	0	0	4
202	1	0	2
202	1	0	2
202	0	0	2
202	1	0	3
202	0	0	3
202	0	0	1
202	0	0	1
202	0	0	4
202	0	0	2
202	1	0	3
202	0	0	1
202	0	0	4
202	1	0	3
202	1	0	3
202	1	0	3
202	0	0	3
202	0	0	1
202	0	-1	4
202	0	-1	2
202	0	0	2
202	0	-1	3
202	0	0	1
202	0	0	4
202	0	0	3
202	0	0	2
202	0	0	4
202	0	0	1
202	0	0	3
202	0	0	2
202	1	0	3
202	0	0	4
203	0	0	3
203	0	0	2
203	0	0	3
203	0	-1	1
203	0	0	3
203	1	0	4
203	0	-1	4
203	0	-1	2
203	0	-1	1
203	0	0	3
203	1	0	2
203	1	0	2
203	0	-1	2
203	0	0	4
203	0	0	3
203	0	-1	1
203	0	0	3
203	0	-1	2
203	0	0	4
203	0	-1	3
203	1	-1	1
203	0	0	1
203	0	-1	3
203	0	0	2
203	0	0	1
203	1	0	4
203	1	0	4
203	0	0	4
203	1	0	3
203	0	-1	3
203	1	0	1
203	1	0	1
203	0	0	2
203	1	-1	4
203	0	-1	3
203	0	0	1
203	0	0	2
203	0	-1	3
203	0	-1	4
203	0	-1	1
203	1	-1	2
203	1	0	4
203	0	0	3
203	0	0	4
203	0	0	1
203	1	0	2
203	0	-1	3
203	0	-1	4
203	1	0	2
203	0	-1	1
203	0	0	3
203	0	-1	1
203	0	0	2
203	0	-1	4
203	0	0	3
203	0	-1	1
203	0	0	2
203	0	0	1
203	0	0	4
203	0	-1	3
203	0	0	2
203	0	-1	3
203	0	0	1
203	1	-1	4
203	0	-1	4
203	1	0	2
203	0	0	2
203	0	0	2
203	1	0	1
203	0	0	1
203	0	0	2
203	1	0	1
203	0	-1	3
203	0	-1	1
203	0	-1	2
203	0	0	4
203	0	-1	3
203	1	0	1
203	0	0	1
203	0	0	1
203	1	0	2
203	1	0	2
203	0	0	2
203	0	0	3
203	0	0	4
203	0	0	2
203	1	-1	3
203	1	0	1
203	0	0	1
203	0	0	1
203	0	0	4
203	1	0	3
203	1	0	3
203	0	0	3
203	1	0	3
203	1	-1	3
203	0	-1	2
203	0	0	3
203	0	-1	1
203	0	0	4
203	0	0	2
203	0	0	3
203	0	0	4
203	0	0	2
203	1	-1	1
203	1	-1	2
203	1	0	3
203	0	0	1
203	0	-1	3
203	0	0	4
203	0	0	2
203	1	0	3
203	0	0	1
203	0	0	3
203	0	0	4
203	0	0	2
203	0	-1	1
203	1	0	3
203	0	0	2
203	1	0	3
203	0	-1	3
203	1	-1	4
203	0	0	1
203	0	-1	3
203	0	0	2
203	0	0	4
203	1	-1	3
203	0	0	1
203	0	0	2
203	0	0	3
203	0	-1	4
203	0	0	2
203	0	0	3
203	1	0	1
203	0	0	1
203	0	0	3
203	0	0	2
203	1	-1	4
203	0	0	3
203	0	0	1
203	0	0	3
203	1	0	2
203	0	0	1
203	0	0	2
203	0	-1	4
203	0	0	3
203	0	-1	1
203	0	0	2
203	1	-1	3
203	1	-1	2
203	0	0	1
203	0	-1	3
203	0	0	4
203	0	-1	2
203	0	0	3
203	0	-1	1
203	1	0	2
203	0	-1	4
203	1	-1	3
203	0	-1	2
203	0	-1	1
203	0	0	4
203	1	0	3
203	1	-1	1
203	1	0	3
203	1	0	3
203	1	0	3
203	0	0	3
203	1	0	3
203	0	0	3
203	0	0	3
203	0	0	3
203	0	0	3
203	0	-1	1
203	0	0	3
203	1	-1	4
203	0	-1	2
203	1	0	3
203	0	0	3
203	0	-1	3
203	0	0	1
203	1	-1	4
203	0	0	2
203	1	0	3
203	0	0	1
203	0	-1	3
203	1	-1	3
203	0	-1	3
203	1	0	2
203	0	0	2
203	0	0	1
203	1	0	4
203	1	0	4
203	0	0	4
203	0	0	3
203	0	-1	4
203	0	0	2
203	0	0	3
203	0	0	1
203	1	0	4
204	0	0	1
204	0	-1	4
204	1	0	3
204	1	-1	2
204	1	0	2
204	0	0	2
204	0	0	2
204	0	0	1
204	0	-1	3
204	0	0	4
204	0	0	2
204	0	0	4
204	0	0	2
204	0	-1	1
204	0	0	2
204	0	0	4
204	1	0	3
204	1	0	3
204	1	0	2
204	0	-1	3
204	1	0	1
204	0	0	2
204	0	0	4
204	0	0	2
204	1	0	3
204	0	0	1
204	0	-1	2
204	0	0	3
204	0	0	2
204	0	0	4
204	0	0	3
204	1	0	2
204	0	-1	1
204	0	0	2
204	0	-1	3
204	0	-1	3
204	0	0	2
204	0	0	2
204	0	0	1
204	1	-1	4
204	0	0	4
204	1	0	3
204	0	0	2
204	1	0	2
204	0	-1	4
204	0	-1	3
204	0	0	2
204	0	0	2
204	1	-1	3
204	0	0	2
204	1	0	1
204	0	0	2
204	0	-1	1
204	0	-1	4
204	1	0	3
204	0	-1	2
204	1	0	3
204	0	0	1
204	0	0	1
204	1	0	3
204	0	0	1
204	0	0	4
204	1	0	3
204	0	0	2
204	1	0	1
204	1	-1	2
204	1	0	3
204	0	0	1
204	1	0	4
204	0	0	2
204	0	-1	4
204	0	0	1
204	1	0	3
204	0	0	2
204	0	-1	3
204	0	-1	1
204	1	0	3
204	0	-1	2
204	1	0	4
204	1	0	3
204	1	0	3
204	0	0	1
204	0	0	2
204	0	0	3
204	0	0	4
204	0	0	2
204	0	-1	1
204	0	0	3
204	0	0	2
204	1	-1	3
204	0	0	1
204	0	0	3
204	0	-1	4
204	1	0	2
204	0	0	3
204	0	0	1
204	0	0	2
204	1	0	3
204	0	0	2
204	0	-1	3
204	1	0	1
204	0	0	1
204	0	0	2
204	0	0	3
204	0	-1	4
204	0	0	2
204	0	0	4
204	0	0	3
204	0	-1	1
204	0	-1	2
204	1	0	4
204	1	0	4
204	1	-1	3
204	0	0	3
204	0	-1	3
204	1	-1	3
204	0	-1	2
204	1	0	2
204	0	-1	2
204	1	0	4
204	1	0	4
204	0	0	1
204	0	-1	1
204	0	-1	1
204	0	0	4
204	0	0	4
204	1	0	4
204	0	0	2
204	0	-1	2
204	1	-1	2
204	1	-1	3
204	0	0	4
204	1	0	4
204	0	0	4
204	0	0	4
204	0	0	4
204	0	-1	1
204	0	-1	2
204	0	0	2
204	0	-1	3
204	1	-1	4
204	0	0	4
204	0	0	4
204	0	-1	2
204	1	0	1
204	0	0	4
204	0	0	3
204	0	-1	3
204	0	0	3
204	0	-1	1
204	0	-1	2
204	0	-1	1
204	0	0	3
204	0	0	4
204	0	0	4
204	0	-1	4
204	0	0	4
204	0	0	3
204	0	0	3
204	0	-1	3
204	0	-1	2
204	0	0	2
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	4
204	0	0	4
204	0	-1	4
204	0	0	3
204	1	0	3
204	0	-1	3
204	0	-1	3
204	1	0	3
204	0	0	2
204	0	-1	4
204	1	0	4
204	0	0	3
204	0	0	1
204	0	0	1
204	0	0	1
204	0	0	3
204	0	0	4
204	0	0	4
204	0	-1	3
204	0	-1	3
204	0	0	3
204	0	0	4
204	0	0	3
204	0	0	4
204	0	0	2
204	1	0	1
204	0	-1	4
204	0	-1	4
204	1	0	3
205	1	0	1
205	0	-1	4
205	0	0	3
205	0	0	1
205	0	0	2
205	1	0	4
205	1	0	4
205	0	-1	4
205	0	0	3
205	0	0	4
205	0	-1	1
205	1	0	2
205	1	0	4
205	0	-1	2
205	0	0	4
205	0	0	3
205	0	0	4
205	0	-1	1
205	1	-1	3
205	0	0	4
205	0	0	2
205	0	0	2
205	0	0	3
205	0	-1	4
205	0	0	1
205	1	0	1
205	1	0	3
205	0	0	4
205	0	-1	1
205	1	-1	3
205	0	0	2
205	1	0	2
205	0	0	3
205	1	-1	3
205	1	0	4
205	0	0	4
205	0	0	2
205	0	0	1
205	0	-1	3
205	0	-1	4
205	1	0	2
205	0	0	2
205	0	-1	1
205	0	-1	3
205	0	0	4
205	0	-1	1
205	0	-1	3
205	0	-1	4
205	0	0	2
205	0	0	2
205	0	0	4
205	0	0	2
205	0	-1	1
205	0	0	3
205	1	0	4
205	0	0	4
205	0	0	2
205	0	0	1
205	0	0	3
205	0	-1	4
205	0	0	2
205	1	0	1
205	1	0	3
205	0	0	1
205	0	0	3
205	0	-1	4
205	0	0	2
205	0	0	1
205	0	-1	4
205	0	0	4
205	0	0	3
205	0	-1	3
205	0	-1	2
205	0	0	4
205	0	0	4
205	0	0	3
205	0	0	4
205	0	0	4
205	0	-1	1
205	0	0	2
205	1	0	4
205	0	0	4
205	0	-1	3
205	1	0	1
205	0	0	2
205	0	-1	3
205	0	-1	1
205	0	-1	4
205	0	0	2
205	0	0	3
205	0	0	1
205	0	0	4
205	1	0	2
205	1	0	3
205	1	-1	2
205	0	0	2
205	1	0	3
205	0	0	3
205	0	0	1
205	0	0	4
205	0	0	4
205	0	0	3
205	1	0	2
205	0	0	2
205	0	0	4
205	0	0	1
205	1	0	3
205	1	-1	3
205	0	0	4
205	0	-1	2
205	0	0	2
205	0	0	3
205	0	0	4
205	0	0	1
205	0	0	1
205	1	-1	4
205	0	0	3
205	1	0	4
205	1	-1	2
205	0	0	4
205	0	0	3
205	1	-1	2
205	0	0	1
205	0	0	3
205	0	0	4
205	1	0	2
205	1	-1	4
205	0	0	3
205	0	0	2
205	0	0	1
205	1	0	2
205	1	0	2
205	0	0	2
205	0	0	3
205	0	0	4
205	0	-1	1
205	0	0	4
205	0	0	3
205	0	-1	2
205	0	0	4
205	1	-1	1
205	1	0	1
205	1	0	1
205	0	0	1
205	1	-1	1
205	0	-1	3
205	0	0	2
205	0	0	4
205	0	0	4
205	0	0	1
205	1	0	1
205	0	0	1
205	1	-1	3
205	0	0	2
205	0	0	1
205	0	-1	4
205	0	0	1
205	0	-1	2
205	0	0	1
205	1	0	3
205	0	-1	3
205	0	0	2
205	0	0	1
205	1	0	4
205	0	0	1
205	0	0	4
205	0	0	2
205	0	0	1
205	1	-1	3
205	0	0	2
205	1	0	1
205	0	0	1
205	0	0	4
205	1	0	1
205	0	0	3
205	0	-1	2
205	0	0	1
205	0	-1	4
205	0	-1	3
205	0	0	2
205	1	0	1
205	0	0	1
205	0	-1	3
205	0	0	1
205	0	0	2
205	0	0	3
205	0	0	4
205	0	0	1
205	0	0	4
205	0	-1	3
205	0	0	2
205	1	-1	2
205	1	0	1
205	0	0	1
205	0	0	4
205	0	0	1
205	0	0	3
205	1	-1	1
205	0	0	1
205	0	0	2
206	1	0	1
206	0	0	2
206	0	0	1
206	1	-1	1
206	0	-1	3
206	0	0	1
206	0	0	2
206	0	0	4
206	0	0	1
206	1	-1	2
206	1	0	3
206	0	0	3
206	0	0	4
206	0	-1	1
206	0	-1	2
206	0	0	3
206	1	0	3
206	0	0	4
206	1	0	3
206	1	-1	3
206	0	0	3
206	0	0	1
206	0	0	3
206	0	0	2
206	1	0	3
206	0	-1	4
206	1	0	3
206	1	0	1
206	1	0	1
206	0	0	1
206	0	0	3
206	0	0	3
206	0	0	3
206	1	-1	1
206	0	-1	2
206	0	0	4
206	0	0	3
206	1	0	3
206	1	0	3
206	0	0	3
206	0	-1	1
206	0	0	3
206	0	0	3
206	0	0	3
206	0	0	3
206	1	0	1
206	0	0	3
206	0	0	2
206	0	-1	4
206	0	0	1
206	1	0	1
206	0	0	3
206	0	0	2
206	0	0	4
206	0	-1	1
206	0	0	3
206	0	-1	4
206	0	0	1
206	0	0	3
206	0	0	1
206	0	0	4
206	0	0	1
206	1	0	3
206	1	-1	3
206	0	0	1
206	0	-1	3
206	0	-1	4
206	0	-1	2
206	0	-1	3
206	1	0	1
206	1	0	1
206	1	0	1
206	1	0	1
206	1	-1	1
206	0	-1	1
206	0	-1	1
206	0	0	3
206	0	0	1
206	0	0	4
206	1	0	2
206	0	0	1
206	1	0	1
206	1	0	3
206	1	0	1
206	1	0	3
206	0	0	1
206	0	0	3
206	1	-1	1
206	1	0	3
206	0	-1	1
206	0	-1	3
206	0	-1	1
206	1	0	2
206	0	0	2
206	0	-1	1
206	0	-1	4
206	0	0	3
206	0	0	1
206	0	0	3
206	1	0	1
206	0	0	1
206	0	0	3
206	1	0	4
206	0	0	1
206	0	0	4
206	1	-1	2
206	1	0	4
206	1	0	4
206	1	0	4
206	0	-1	4
206	0	0	3
206	1	0	4
206	0	0	4
206	0	0	3
206	0	0	4
206	1	0	2
206	0	0	2
206	0	0	4
206	0	0	2
206	0	0	1
206	0	-1	2
206	0	0	4
206	0	0	3
206	0	0	2
206	1	0	2
206	0	0	2
206	0	0	1
206	1	0	4
206	0	0	4
206	0	-1	3
206	0	-1	2
206	0	-1	1
206	0	0	4
206	0	0	1
206	0	-1	3
206	1	0	2
206	1	-1	2
206	1	-1	2
206	0	0	2
206	1	-1	4
206	1	0	4
206	1	0	4
206	0	0	4
206	0	0	3
206	0	0	1
206	0	0	2
206	0	0	4
206	0	0	3
206	0	0	1
206	0	0	2
206	0	0	1
206	0	0	3
206	0	-1	3
206	0	0	4
206	0	-1	4
206	0	0	1
206	0	-1	1
206	0	-1	2
206	0	-1	2
206	0	0	1
206	0	0	1
206	0	-1	1
206	0	-1	3
206	1	0	4
206	0	0	4
206	0	0	4
206	0	0	4
206	0	0	4
206	0	0	2
206	0	0	4
206	0	0	2
206	0	0	4
206	0	0	4
206	0	0	2
206	0	0	4
206	0	0	3
206	0	-1	4
206	0	0	2
206	1	0	2
206	0	-1	2
206	0	-1	4
206	0	0	3
206	0	0	3
206	0	0	2
206	1	0	2
206	0	0	2
206	1	0	2
206	0	0	2
206	1	-1	2
206	1	0	2
206	1	0	2
206	0	0	2
206	1	0	2
206	0	-1	2
206	0	-1	2
206	0	0	4
206	1	0	2
206	0	-1	2
206	0	0	2
206	0	0	2
207	0	0	2
207	0	0	2
207	0	0	1
207	1	0	1
207	0	0	1
207	0	0	3
207	0	0	4
207	0	-1	3
207	0	0	1
207	0	0	1
207	0	0	4
207	1	-1	3
207	0	0	3
207	0	0	1
207	0	0	1
207	0	0	1
207	0	-1	2
207	0	0	4
207	0	-1	4
207	0	0	3
207	1	-1	1
207	0	0	3
207	0	0	3
207	0	0	3
207	1	0	3
207	0	0	3
207	1	0	4
207	0	-1	4
207	1	-1	1
207	0	0	4
207	0	-1	3
207	0	0	3
207	0	0	3
207	0	0	3
207	1	0	4
207	1	0	3
207	0	0	3
207	0	-1	1
207	0	0	3
207	1	0	3
207	0	-1	3
207	0	0	4
207	0	-1	3
207	0	-1	4
207	0	0	1
207	0	-1	3
207	1	0	1
207	1	0	1
207	0	0	1
207	0	-1	1
207	0	0	1
207	0	-1	2
207	1	0	3
207	0	0	3
207	0	-1	3
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	1
207	1	-1	1
207	0	0	4
207	0	-1	4
207	0	0	3
207	0	0	3
207	1	0	3
207	0	0	3
207	0	-1	3
207	1	-1	1
207	0	-1	1
207	0	0	2
207	0	0	2
207	1	0	2
207	0	0	2
207	0	-1	2
207	1	0	4
207	0	-1	4
207	0	-1	3
207	0	0	1
207	0	0	1
207	1	0	1
207	0	0	1
207	1	-1	1
207	0	-1	1
207	0	0	4
207	0	-1	3
207	0	0	2
207	0	0	2
207	0	0	2
207	1	0	2
207	0	0	2
207	0	-1	2
207	0	-1	1
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	2
207	0	0	2
207	0	-1	2
207	0	-1	1
207	1	0	1
207	0	0	1
207	0	-1	3
207	0	0	3
207	0	0	4
207	0	0	4
207	0	0	4
207	1	0	4
207	0	0	4
207	0	-1	4
207	1	0	2
207	0	-1	2
207	0	0	2
207	0	-1	2
207	1	0	1
207	0	-1	1
207	1	-1	1
207	1	0	1
207	0	0	3
207	0	-1	3
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	0	0	4
207	1	-1	4
207	0	0	2
207	0	0	2
207	0	0	2
207	1	0	2
207	0	0	2
207	0	0	2
207	1	0	2
207	0	0	2
207	0	0	2
207	1	0	2
207	0	-1	2
207	1	0	4
207	0	0	4
207	1	0	4
207	0	0	4
207	1	0	4
207	0	0	4
207	0	0	4
207	0	-1	4
207	0	0	4
207	1	0	4
207	0	0	4
207	0	0	4
207	1	-1	4
207	0	-1	4
207	0	0	3
207	1	0	3
207	0	-1	3
207	0	0	3
207	1	-1	3
207	0	0	3
207	0	0	3
207	0	0	3
207	0	0	1
207	0	0	1
207	0	0	1
207	0	-1	1
207	0	0	1
207	0	0	2
207	0	0	2
207	0	0	2
207	0	0	2
207	0	0	2
207	0	0	2
207	0	0	2
207	0	-1	2
207	1	0	2
207	0	0	2
207	0	0	2
207	0	0	2
207	0	0	4
207	1	-1	4
207	0	0	4
207	0	-1	4
207	0	-1	4
207	0	0	3
207	1	-1	3
207	1	-1	3
207	1	0	3
207	1	-1	3
207	0	0	3
207	0	-1	3
207	0	-1	2
207	0	0	1
207	0	-1	1
207	0	-1	1
207	0	0	4
207	0	0	4
207	0	-1	4
208	0	0	1
208	0	0	2
208	1	0	3
208	0	0	3
208	0	0	1
208	0	-1	2
208	1	-1	3
208	0	0	4
208	0	0	4
208	0	-1	3
208	0	0	4
208	0	0	1
208	0	0	1
208	0	0	4
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	3
208	1	-1	3
208	1	0	3
208	1	0	3
208	1	0	3
208	1	0	3
208	1	0	3
208	1	-1	3
208	1	0	3
208	1	-1	3
208	0	-1	3
208	0	-1	3
208	0	-1	3
208	0	0	2
208	1	0	4
208	0	0	4
208	0	-1	4
208	0	0	1
208	0	-1	1
208	1	0	1
208	0	0	1
208	0	0	1
208	1	0	1
208	0	0	1
208	0	-1	1
208	0	0	1
208	0	-1	1
208	0	-1	3
208	0	0	4
208	0	0	4
208	0	-1	4
208	0	0	2
208	0	0	1
208	0	0	2
208	0	0	3
208	0	-1	4
208	0	0	1
208	0	0	2
208	0	0	3
208	1	0	1
208	0	0	1
208	0	0	1
208	1	0	1
208	1	0	1
208	0	0	1
208	0	-1	1
208	0	0	2
208	0	0	3
208	1	0	4
208	0	0	4
208	0	0	4
208	0	0	4
208	0	-1	4
208	0	0	1
208	0	0	2
208	0	-1	3
208	1	-1	1
208	0	0	1
208	0	0	1
208	0	0	1
208	0	0	1
208	1	0	1
208	0	0	1
208	0	-1	1
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	2
