subjID  trialNum    inputs  responses
1    609    1    1
1    610    1    1
1    611    1    1
1    612    1    1
1    613    0    1
1    614    1    0
1    615    0    1
1    616    1    0
1    617    1    1
1    618    1    1
1    619    1    1
1    620    1    1
1    621    0    1
1    622    0    1
1    623    0    0
1    624    0    0
1    625    0    0
1    626    0    0
1    627    0    0
1    628    0    0
1    629    0    0
1    630    1    0
1    631    0    0
1    632    0    0
1    633    0    0
1    634    0    0
1    635    1    0
1    636    0    0
1    637    0    0
1    638    0    0
1    639    1    0
1    640    0    0
1    641    0    0
1    642    0    0
1    643    0    0
1    644    0    0
1    645    1    0
1    646    0    1
1    647    0    0
1    648    1    0
1    649    0    0
1    650    0    0
1    651    1    0
1    652    0    1
1    653    1    0
1    654    1    0
1    655    0    0
1    656    1    0
1    657    0    1
1    658    0    0
1    659    0    0
1    660    0    0
1    661    1    0
1    662    1    1
1    663    0    0
1    664    1    1
1    665    1    1
1    666    0    1
1    667    1    0
1    668    1    0
1    669    1    1
1    670    1    1
1    671    1    1
1    672    1    1
1    673    0    1
1    674    1    0
1    675    1    1
1    676    1    1
1    677    1    1
1    678    1    1
1    679    1    1
1    680    1    1
1    681    1    1
1    682    1    1
1    683    1    1
1    684    0    1
1    685    1    1
1    686    0    1
1    687    1    1
1    688    1    0
1    689    1    1
1    690    0    1
1    691    0    0
1    692    1    0
1    693    0    1
1    694    0    0
1    695    0    0
1    696    1    0
1    697    1    1
1    698    0    1
1    699    0    0
1    700    0    0
1    701    0    0
1    702    1    0
1    703    0    0
1    704    1    0
1    705    1    1
1    706    0    1
1    707    0    0
1    708    0    0
1    709    0    0
1    710    0    0
1    711    0    0
1    712    0    0
1    713    0    0
1    714    1    0
1    715    0    0
1    716    0    0
1    717    1    0
1    718    0    0
1    719    0    0
1    720    0    0
1    721    1    0
1    722    1    0
1    723    0    1
1    724    1    0
1    725    1    0
1    726    0    1
1    727    0    0
1    728    0    1
1    729    0    0
1    730    1    0
1    731    1    0
1    732    1    1
1    733    1    1
1    734    0    1
1    735    1    0
1    736    1    1
1    737    1    1
1    738    1    1
1    739    0    1
1    740    1    0
1    741    1    1
1    742    1    1
1    743    1    1
1    744    1    1
1    745    1    1
1    746    1    1
1    747    1    1
1    748    1    1
1    749    1    1
1    750    1    1
1    751    0    1
1    752    1    0
1    753    1    1
1    754    1    1
1    755    0    1
1    756    1    1
1    757    0    1
1    758    1    0
1    759    1    1
1    760    1    1
1    761    1    1
1    762    0    1
1    763    1    1
1    764    0    1
1    765    1    0
1    766    1    0
1    767    0    1
1    768    0    1
1    769    0    0
1    770    1    0
1    771    0    0
1    772    0    0
1    773    0    0
1    774    0    0
1    775    0    0
1    776    1    0
1    777    0    0
1    778    0    0
1    779    0    0
1    780    0    0
1    781    0    0
1    782    0    0
1    783    0    0
1    784    0    0
1    785    0    0
1    786    0    0
1    787    0    0
1    788    1    0
1    789    0    0
1    790    0    0
1    791    0    0
1    792    0    0
1    793    0    0
1    794    0    0
1    795    0    0
1    796    0    0
1    797    0    0
1    798    0    0
1    799    1    0
1    800    0    1
