subjID	choice	outcome
4	1	53
4	1	51
4	4	48
4	3	62
4	4	48
4	1	59
4	2	31
4	3	44
4	3	44
4	1	59
4	3	47
4	2	31
4	1	59
4	4	46
4	1	56
4	1	58
4	3	51
4	2	28
4	4	55
4	3	58
4	1	52
4	3	58
4	2	35
4	4	52
4	3	56
4	1	51
4	3	58
4	3	58
4	4	55
4	3	59
4	3	59
4	4	61
4	3	54
4	4	56
4	4	52
4	2	33
4	4	60
4	1	49
4	3	61
4	3	57
4	3	57
4	3	58
4	4	59
4	3	53
4	3	51
4	4	60
4	4	57
4	4	62
4	1	47
4	3	47
4	4	63
4	4	66
4	1	38
4	2	56
4	4	67
4	4	66
4	4	69
4	4	72
4	4	68
4	4	70
4	4	71
4	4	70
4	1	51
4	4	73
4	4	77
4	4	72
4	4	70
4	4	68
4	4	69
4	4	72
4	3	48
4	4	79
4	1	57
4	4	81
4	4	84
4	4	85
4	2	58
4	3	53
4	4	82
4	4	80
4	4	75
4	2	64
4	4	75
4	4	76
4	1	73
4	3	59
4	4	77
4	3	61
4	3	65
4	4	79
4	2	66
4	1	72
4	2	68
4	1	69
4	4	77
4	4	78
4	3	68
4	4	80
4	2	68
4	3	68
4	2	75
4	3	71
4	2	76
4	3	67
4	2	72
4	4	69
4	2	79
4	4	66
4	2	82
4	2	84
4	2	86
4	4	70
4	2	82
4	1	66
4	4	78
4	2	82
4	3	76
4	2	84
4	4	72
4	2	88
4	2	90
4	3	69
4	4	76
4	1	53
4	4	73
4	4	69
4	3	64
4	2	80
4	3	64
4	2	81
4	2	86
4	2	85
4	2	91
4	2	91
4	2	87
4	2	87
4	2	83
4	2	85
4	2	91
4	2	92
4	4	49
4	2	90
4	1	47
4	3	59
4	2	88
4	3	60
4	2	88
4	3	57
4	2	86
4	2	81
4	2	81
4	2	82
4	2	81
4	2	78
4	2	78
4	2	80
4	2	80
4	2	80
4	2	81
4	2	78
4	2	80
4	1	57
4	2	76
4	2	78
4	2	74
4	2	73
4	2	73
4	2	73
4	2	70
4	3	75
4	3	77
4	3	76
4	3	79
4	2	74
4	2	75
4	3	75
4	3	76
4	2	69
4	3	69
4	2	67
4	4	32
4	2	60
4	3	63
4	1	70
4	1	72
4	2	57
4	4	36
4	3	63
4	1	67
4	2	51
4	2	49
4	1	63
4	4	46
4	3	51
4	4	47
4	3	52
4	3	50
4	1	62
4	2	55
4	2	55
4	3	51
4	1	63
4	1	60
4	1	61
4	4	53
4	1	60
4	2	41
4	4	47
4	1	64
4	1	63
4	1	63
4	3	58
4	1	63
4	3	67
4	1	64
4	1	63
4	3	68
4	3	68
4	4	44
4	3	69
4	3	70
4	3	67
4	4	45
4	3	60
4	1	73
4	1	73
4	1	73
4	4	39
4	3	63
4	4	37
4	2	23
4	3	67
4	3	61
4	4	36
4	1	65
4	3	63
4	3	58
4	1	63
4	3	57
4	3	67
4	1	65
4	3	66
4	1	56
5	3	85
5	2	40
5	3	88
5	4	40
5	1	67
5	3	97
5	3	94
5	3	94
5	3	93
5	1	84
5	3	88
5	1	81
5	3	85
5	3	85
5	3	81
5	3	76
5	3	73
5	1	75
5	3	64
5	3	61
5	3	60
5	1	72
5	1	66
5	1	61
5	1	62
5	4	42
5	3	62
5	3	61
5	1	56
5	2	40
5	4	37
5	3	71
5	1	63
5	3	64
5	1	70
5	1	73
5	1	74
5	1	74
5	3	64
5	1	73
5	1	70
5	1	66
5	1	69
5	3	57
5	1	71
5	3	59
5	2	53
5	1	70
5	1	72
5	1	73
5	4	46
5	1	67
5	3	64
5	2	43
5	1	66
5	2	38
5	3	67
5	3	65
5	3	59
5	1	55
5	2	29
5	3	60
5	4	51
5	4	53
5	3	44
5	4	55
5	1	59
5	1	59
5	4	50
5	4	48
5	1	58
5	1	56
5	3	46
5	1	59
5	1	61
5	1	55
5	3	58
5	2	30
5	4	57
5	1	50
5	1	48
5	4	53
5	3	55
5	1	57
5	1	51
5	3	58
5	3	59
5	1	51
5	4	61
5	4	61
5	1	53
5	3	53
5	4	57
5	2	31
5	4	60
5	4	58
5	3	57
5	1	44
5	1	42
5	2	32
5	4	59
5	3	51
5	4	60
5	3	47
5	4	62
5	4	62
5	3	47
5	2	48
5	4	66
5	4	71
5	4	71
5	4	67
5	3	48
5	4	69
5	4	72
5	4	68
5	2	54
5	2	53
5	4	70
5	2	53
5	1	51
5	3	48
5	2	54
5	4	70
5	4	68
5	4	69
5	2	60
5	4	75
5	4	79
5	4	80
5	2	61
5	2	57
5	4	85
5	4	85
5	2	60
5	2	62
5	4	80
5	3	60
5	3	61
5	2	60
5	4	76
5	2	64
5	4	77
5	4	77
5	4	74
5	2	66
5	4	79
5	4	79
5	4	76
5	2	68
5	4	78
5	4	77
5	2	69
5	4	76
5	4	80
5	2	68
5	2	72
5	2	75
5	4	73
5	4	74
5	4	69
5	2	72
5	4	69
5	1	72
5	1	68
5	4	62
5	3	71
5	1	67
5	4	70
5	2	82
5	2	84
5	2	85
5	2	82
5	4	76
5	3	73
5	2	85
5	2	88
5	2	90
5	1	60
5	2	86
5	1	53
5	2	89
5	2	86
5	2	81
5	3	66
5	2	77
5	2	81
5	2	86
5	2	85
5	2	91
5	1	54
5	2	87
5	4	56
5	2	83
5	2	85
5	2	91
5	2	92
5	2	90
5	2	90
5	2	91
5	2	89
5	2	88
5	2	90
5	2	88
5	2	84
5	2	86
5	2	81
5	2	81
5	2	82
5	2	81
5	1	55
5	4	50
5	1	54
5	2	80
5	2	80
5	2	81
5	2	78
5	2	80
5	2	78
5	2	76
5	2	78
5	3	68
5	2	73
5	1	64
5	1	61
5	4	26
5	2	70
5	2	74
5	2	74
5	3	79
5	3	82
5	3	79
5	3	75
5	3	76
5	2	69
5	3	69
5	3	67
5	2	61
5	4	36
5	3	63
5	3	62
5	4	34
5	3	59
5	2	55
5	4	39
5	2	52
5	2	51
5	2	49
5	2	50
5	4	46
5	3	51
5	2	49
5	2	54
5	3	50
5	3	52
5	1	66
5	1	67
5	1	65
5	3	50
5	2	50
5	1	61
5	1	59
5	1	60
5	4	50
5	4	47
5	2	32
5	3	56
5	1	63
5	3	58
5	2	26
5	1	63
5	4	43
5	1	63
5	4	38
5	1	62
5	2	20
5	1	69
5	1	70
5	4	46
5	1	71
5	1	73
5	3	62
5	4	45
5	1	73
5	4	39
5	4	38
5	3	66
5	3	68
5	1	72
5	1	67
5	3	64
5	3	63
5	1	65
5	3	58
5	3	57
5	1	64
5	3	67
5	2	42
5	3	66
5	2	46
6	2	38
6	1	60
6	3	88
6	3	88
6	4	40
6	3	97
6	3	94
6	1	76
6	3	93
6	3	93
6	2	29
6	3	87
6	3	85
6	2	30
6	4	49
6	1	77
6	1	76
6	3	65
6	3	64
6	1	71
6	1	70
6	3	61
6	3	68
6	1	61
6	1	62
6	4	42
6	2	38
6	3	61
6	1	56
6	4	33
6	3	68
6	3	71
6	2	37
6	3	64
6	3	68
6	1	73
6	1	74
6	1	74
6	1	72
6	3	59
6	1	70
6	1	66
6	4	41
6	1	69
6	1	71
6	1	68
6	4	53
6	3	58
6	1	72
6	1	73
6	4	46
6	1	67
6	1	67
6	1	65
6	3	65
6	1	61
6	1	56
6	1	53
6	1	51
6	2	28
6	4	47
6	4	48
6	1	59
6	1	57
6	4	56
6	4	55
6	4	51
6	2	31
6	1	59
6	1	59
6	1	58
6	3	48
6	3	46
6	1	59
6	1	61
6	1	55
6	1	53
6	2	30
6	4	57
6	1	50
6	3	58
6	3	56
6	4	57
6	4	59
6	2	34
6	4	55
6	3	59
6	3	59
6	1	50
6	1	54
6	4	56
6	4	52
6	3	57
6	3	62
6	4	60
6	4	58
6	3	57
6	3	57
6	3	58
6	4	59
6	4	59
6	2	39
6	4	60
6	2	41
6	1	42
6	3	52
6	2	47
6	4	63
6	3	53
6	4	71
6	1	41
6	3	50
6	4	66
6	1	51
6	3	54
6	2	55
6	2	54
6	1	52
6	3	47
6	1	51
6	2	52
6	1	49
6	2	54
6	1	47
6	4	68
6	2	59
6	3	47
6	3	48
6	1	55
6	2	57
6	2	61
6	2	57
6	2	56
6	1	63
6	4	88
6	4	82
6	2	62
6	3	60
6	4	73
6	4	75
6	4	76
6	2	64
6	2	66
6	3	59
6	2	67
6	1	70
6	3	61
6	2	66
6	3	65
6	1	71
6	1	69
6	2	66
6	1	67
6	2	66
6	4	80
6	4	74
6	4	72
6	2	75
6	4	73
6	1	72
6	1	70
6	1	69
6	1	71
6	1	72
6	4	66
6	3	71
6	4	61
6	3	66
6	3	65
6	3	61
6	2	84
6	3	64
6	3	70
6	1	68
6	1	62
6	1	60
6	1	64
6	1	62
6	4	70
6	2	86
6	2	86
6	1	55
6	4	69
6	2	81
6	2	80
6	3	64
6	1	63
6	2	86
6	2	85
6	4	55
6	1	54
6	1	52
6	3	60
6	3	63
6	4	51
6	1	47
6	4	49
6	3	62
6	2	90
6	2	91
6	2	89
6	2	88
6	2	90
6	1	51
6	2	84
6	4	52
6	2	81
6	2	81
6	2	82
6	3	63
6	3	60
6	1	57
6	2	80
6	4	48
6	2	80
6	2	81
6	1	53
6	2	80
6	2	78
6	3	65
6	1	60
6	4	33
6	3	68
6	2	73
6	2	73
6	2	70
6	4	26
6	2	74
6	2	74
6	2	76
6	2	74
6	2	75
6	3	75
6	3	76
6	3	73
6	2	71
6	1	70
6	3	65
6	3	66
6	4	32
6	2	62
6	1	72
6	4	35
6	3	66
6	1	69
6	1	67
6	2	51
6	3	55
6	2	50
6	1	62
6	2	52
6	1	56
6	4	48
6	2	59
6	3	52
6	2	55
6	2	55
6	1	65
6	3	50
6	4	47
6	2	51
6	1	59
6	2	45
6	1	62
6	3	54
6	3	52
6	1	63
6	3	60
6	2	31
6	1	63
6	4	42
6	4	43
6	3	65
6	3	68
6	2	23
6	3	69
6	1	69
6	1	70
6	3	67
6	1	71
6	3	60
6	1	73
6	3	69
6	3	65
6	1	72
6	3	63
6	1	75
6	1	72
6	2	28
6	1	67
6	2	37
6	4	37
6	4	36
6	2	33
6	3	57
6	1	64
6	3	67
6	4	27
6	1	62
6	3	64
7	4	33
7	1	60
7	2	36
7	3	88
7	3	91
7	3	97
7	3	94
7	3	94
7	3	93
7	3	93
7	3	88
7	3	87
7	3	85
7	1	82
7	3	81
7	1	77
7	3	73
7	3	65
7	1	71
7	3	61
7	2	23
7	1	72
7	4	45
7	1	61
7	3	69
7	2	41
7	1	57
7	3	61
7	1	56
7	2	40
7	3	68
7	3	71
7	3	66
7	1	65
7	1	70
7	1	73
7	1	74
7	1	74
7	1	72
7	1	73
7	2	45
7	3	56
7	1	69
7	4	42
7	1	71
7	1	68
7	1	70
7	1	70
7	4	50
7	3	64
7	3	65
7	1	67
7	3	64
7	1	65
7	3	65
7	1	61
7	1	56
7	3	65
7	3	59
7	2	28
7	4	47
7	1	57
7	3	57
7	3	55
7	1	57
7	1	59
7	3	44
7	4	51
7	4	50
7	4	48
7	1	58
7	4	48
7	1	58
7	1	59
7	4	52
7	3	55
7	1	53
7	2	30
7	1	54
7	4	55
7	3	58
7	3	56
7	1	51
7	4	59
7	4	57
7	1	49
7	1	51
7	4	60
7	1	50
7	4	61
7	1	53
7	4	52
7	3	57
7	3	62
7	3	63
7	3	61
7	3	57
7	2	28
7	4	56
7	1	43
7	4	59
7	3	51
7	4	60
7	4	57
7	1	42
7	3	52
7	3	47
7	4	63
7	4	66
7	4	71
7	2	56
7	1	44
7	3	48
7	4	69
7	4	72
7	2	55
7	1	54
7	2	53
7	3	47
7	4	69
7	2	52
7	4	77
7	4	72
7	3	46
7	4	68
7	4	69
7	4	72
7	4	75
7	3	49
7	4	80
7	4	81
7	4	84
7	4	85
7	4	85
7	4	88
7	4	82
7	4	80
7	4	75
7	1	67
7	4	75
7	4	76
7	4	77
7	4	77
7	4	77
7	4	74
7	1	70
7	4	79
7	4	79
7	1	72
7	4	76
7	4	78
7	4	77
7	4	78
7	4	76
7	4	80
7	4	74
7	1	69
7	4	69
7	4	73
7	4	74
7	4	69
7	1	69
7	1	71
7	4	68
7	1	68
7	4	62
7	1	69
7	1	67
7	4	70
7	3	61
7	3	64
7	1	60
7	3	70
7	1	68
7	1	62
7	3	72
7	3	74
7	1	62
7	4	70
7	1	61
7	3	60
7	4	73
7	1	56
7	4	67
7	3	66
7	4	65
7	4	59
7	3	67
7	3	68
7	3	63
7	4	56
7	2	87
7	2	87
7	1	46
7	2	85
7	3	63
7	2	92
7	2	90
7	2	90
7	2	91
7	2	89
7	2	88
7	2	90
7	2	88
7	2	84
7	2	86
7	2	81
7	2	81
7	3	59
7	2	81
7	2	78
7	2	78
7	2	80
7	2	80
7	2	80
7	3	61
7	2	78
7	2	80
7	2	78
7	3	65
7	2	78
7	2	74
7	3	68
7	1	64
7	2	73
7	2	70
7	2	70
7	2	74
7	3	76
7	1	62
7	3	82
7	1	64
7	3	75
7	2	73
7	2	69
7	2	71
7	3	67
7	3	65
7	4	36
7	3	63
7	3	62
7	2	60
7	1	69
7	2	55
7	1	69
7	2	52
7	1	63
7	3	55
7	1	63
7	3	51
7	1	61
7	1	56
7	1	58
7	1	60
7	2	53
7	1	66
7	1	67
7	2	52
7	1	63
7	3	54
7	2	51
7	1	59
7	4	52
7	4	50
7	2	32
7	2	32
7	1	63
7	1	63
7	1	63
7	4	43
7	1	63
7	3	62
7	3	65
7	3	68
7	3	68
7	3	69
7	1	69
7	1	70
7	1	72
7	1	71
7	3	60
7	2	27
7	1	73
7	1	73
7	1	72
7	1	73
7	1	75
7	1	72
7	4	40
7	1	67
7	4	36
7	1	65
7	3	63
7	1	66
7	2	35
7	2	41
7	1	66
7	3	68
7	1	62
7	3	64
8	3	85
8	3	84
8	3	88
8	4	40
8	1	67
8	3	97
8	2	26
8	3	94
8	3	93
8	3	93
8	3	88
8	3	87
8	1	85
8	3	85
8	3	81
8	1	77
8	3	73
8	1	75
8	1	71
8	3	61
8	1	70
8	1	72
8	1	66
8	3	67
8	3	69
8	1	61
8	4	36
8	3	61
8	3	67
8	1	57
8	2	39
8	1	62
8	3	66
8	3	64
8	3	68
8	3	71
8	3	69
8	3	68
8	1	72
8	3	59
8	4	43
8	1	66
8	1	69
8	3	57
8	3	58
8	1	68
8	1	70
8	3	58
8	1	72
8	1	73
8	4	46
8	4	44
8	1	67
8	4	44
8	1	66
8	3	67
8	3	67
8	1	53
8	3	59
8	1	55
8	4	47
8	4	48
8	3	57
8	1	57
8	3	44
8	4	55
8	4	51
8	4	51
8	1	59
8	2	27
8	3	45
8	1	56
8	4	50
8	3	51
8	4	52
8	4	55
8	3	58
8	4	55
8	3	58
8	1	50
8	3	58
8	3	56
8	4	57
8	1	57
8	3	58
8	3	58
8	3	59
8	1	51
8	4	61
8	4	61
8	4	56
8	3	53
8	3	57
8	4	60
8	3	63
8	3	61
8	3	57
8	4	55
8	3	58
8	1	43
8	2	36
8	4	59
8	1	43
8	2	41
8	4	62
8	4	62
8	4	63
8	4	63
8	4	66
8	4	71
8	4	71
8	3	50
8	4	66
8	1	51
8	4	72
8	1	52
8	4	70
8	4	71
8	2	54
8	1	51
8	4	73
8	4	77
8	4	72
8	4	70
8	4	68
8	4	69
8	1	50
8	4	75
8	4	79
8	3	51
8	3	53
8	4	84
8	4	85
8	4	85
8	4	88
8	4	82
8	4	80
8	4	75
8	4	73
8	4	75
8	2	60
8	4	77
8	3	59
8	4	77
8	4	74
8	4	79
8	4	79
8	4	79
8	4	76
8	4	76
8	4	78
8	4	77
8	4	78
8	4	76
8	4	80
8	4	74
8	4	72
8	4	69
8	4	73
8	4	74
8	4	69
8	4	68
8	3	72
8	3	70
8	4	66
8	2	82
8	2	84
8	3	66
8	2	84
8	3	61
8	2	84
8	2	85
8	2	82
8	2	84
8	2	84
8	2	85
8	2	88
8	2	90
8	2	87
8	2	86
8	2	86
8	2	89
8	2	86
8	2	81
8	2	80
8	2	77
8	4	59
8	2	86
8	2	85
8	2	91
8	2	91
8	2	87
8	2	87
8	2	83
8	2	85
8	2	91
8	4	49
8	2	90
8	2	90
8	2	91
8	3	59
8	2	88
8	2	90
8	2	88
8	2	84
8	2	86
8	2	81
8	1	51
8	2	82
8	2	81
8	2	78
8	2	78
8	2	80
8	2	80
8	2	80
8	2	81
8	2	78
8	2	80
8	2	78
8	2	76
8	2	78
8	2	74
8	2	73
8	2	73
8	4	28
8	2	70
8	1	61
8	2	74
8	2	74
